row_label_raw,row_label_full,col_0,Năm 2020VND,Năm 2019VND,numeric__Năm 2020VND,numeric__Năm 2019VND
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,28.719.013.151,33.869.603.499,28719013151.0,33869603499.0
Lỗ bán các khoản đầu tư,Lỗ bán các khoản đầu tư,Lỗ bán các khoản đầu tư,19.720.387.897,9.355.012.285,19720387897.0,9355012285.0
Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,-,-,,
Lỗ chênh lệch tỷ giá trong thanh toán,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Lỗ chênh lệch tỷ giá trong thanh toán,Lỗ chênh lệch tỷ giá trong thanh toán,604.006.110,2.521.959.699,604006110.0,2521959699.0
Trích dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Trích dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Trích dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,17.499.999,3.920.638.196,17499999.0,3920638196.0
Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,(10.881.320.235),-,-10881320235.0,
Chi phí từ hoạt động hợp tác đầu tư,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Chi phí từ hoạt động hợp tác đầu tư,Chi phí từ hoạt động hợp tác đầu tư,7.168.941.285,4.704.477.051,7168941285.0,4704477051.0
Chi phí lãi phải trả trái phiếu,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Chi phí lãi phải trả trái phiếu,Chi phí lãi phải trả trái phiếu,11.138.910.526,10.946.632.792,11138910526.0,10946632792.0
Chi phí phát hành trái phiếu,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,963.215.472,960.583.735,963215472.0,960583735.0
Chi phí tài chính khác,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ > Chi phí tài chính khác,Chi phí tài chính khác,1.331.842.462,711.314.909,1331842462.0,711314909.0
,,,58.782.496.667,66.990.222.166,58782496667.0,66990222166.0
