row_label_raw,row_label_full,Tại ngày đầu năm > Số tăng trong năm > Số phân bổ trong năm,Năm 2020VND > 111.649.147.110 > - > (24.005.612.156),Năm 2019VND > 159.586.054.547 > 3.612.211.470 > (23.641.477.309),numeric__Năm 2020VND > 111.649.147.110 > - > (24.005.612.156),numeric__Năm 2019VND > 159.586.054.547 > 3.612.211.470 > (23.641.477.309)
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,-,(27.907.641.598),,-27907641598.0
Tại ngày cuối năm,Tại ngày cuối năm,Tại ngày cuối năm,87.643.534.954,111.649.147.110,87643534954.0,111649147110.0
