row_label_raw,row_label_full,col_0,31/12/2020VND,01/01/2020VND,numeric__31/12/2020VND,numeric__01/01/2020VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Đầu tư và Thương MạiTrống Đồng,Ngắn hạn > - Công ty Cổ phần Đầu tư và Thương MạiTrống Đồng,- Công ty Cổ phần Đầu tư và Thương MạiTrống Đồng,49.613.862.588,-,49613862588.0,
- GROWENA IMPEX COMPANY,Ngắn hạn > - GROWENA IMPEX COMPANY,- GROWENA IMPEX COMPANY,10.028.880.000,-,10028880000.0,
- Công ty TNHH Cơ nhiệt điện lạnh Bách Khoa,Ngắn hạn > - Công ty TNHH Cơ nhiệt điện lạnh Bách Khoa,- Công ty TNHH Cơ nhiệt điện lạnh Bách Khoa,7.630.613.722,12.356.354.749,7630613722.0,12356354749.0
- PLASTOP SERVICE CORPORATION,Ngắn hạn > - PLASTOP SERVICE CORPORATION,- PLASTOP SERVICE CORPORATION,3.483.782.654,-,3483782654.0,
- Công ty TNHH MTV Tân Thái Phong,Ngắn hạn > - Công ty TNHH MTV Tân Thái Phong,- Công ty TNHH MTV Tân Thái Phong,2.640.025.020,2.640.025.020,2640025020.0,2640025020.0
- Công ty TNHH Hoàng Loan,Ngắn hạn > - Công ty TNHH Hoàng Loan,- Công ty TNHH Hoàng Loan,1.777.799.211,1.777.799.211,1777799211.0,1777799211.0
- Công ty NITTA(NHATBAN),Ngắn hạn > - Công ty NITTA(NHATBAN),- Công ty NITTA(NHATBAN),-,1.695.790.000,,1695790000.0
- Ông Hoàng Ngọc Định,Ngắn hạn > - Ông Hoàng Ngọc Định,- Ông Hoàng Ngọc Định,-,30.000.000.000,,30000000000.0
"- Lao TTL Agriculture And IndustrialDevelopment Sole Co., Ltd","Ngắn hạn > - Lao TTL Agriculture And IndustrialDevelopment Sole Co., Ltd","- Lao TTL Agriculture And IndustrialDevelopment Sole Co., Ltd",-,16.600.715.919,,16600715919.0
"- Eulsung Auto Pack Co., Ltd","Ngắn hạn > - Eulsung Auto Pack Co., Ltd","- Eulsung Auto Pack Co., Ltd",-,8.694.490.557,,8694490557.0
- Các đối tượng khác,Ngắn hạn > - Các đối tượng khác,- Các đối tượng khác,11.955.619.580,6.734.425.407,11955619580.0,6734425407.0
,,,87.130.582.775,80.499.600.863,87130582775.0,80499600863.0
Dự phòng phải thu khó đòi,Ngắn hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(5.868.104.557),(5.868.104.557),-5868104557.0,-5868104557.0
