row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị VND,31/12/2020 > Dự phòng VND,01/01/2020 > Giá trị VND,01/01/2020 > Dự phòng VND,numeric__31/12/2020 > Giá trị VND,numeric__31/12/2020 > Dự phòng VND,numeric__01/01/2020 > Giá trị VND,numeric__01/01/2020 > Dự phòng VND
"a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn",19.199.914.458,-,13.089.459.280,,19199914458.0,,13089459280.0,
Chi phí vùng nguyên liệu (1),Chi phí vùng nguyên liệu (1),Chi phí vùng nguyên liệu (1),19.199.914.458,-,13.089.459.280,-,19199914458.0,,13089459280.0,
b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,64.628.972.180,-,27.792.011.082,,64628972180.0,,27792011082.0,
- Bản quyền phân phối thuốc độc quyền (2),- Bản quyền phân phối thuốc độc quyền (2),- Bản quyền phân phối thuốc độc quyền (2),4.790.945.000,-,4.086.445.000,-,4790945000.0,,4086445000.0,
- Dự án nhà máy Caspule (3),- Dự án nhà máy Caspule (3),- Dự án nhà máy Caspule (3),9.421.461.319,-,-,-,9421461319.0,,,
- Dự án nhà máy Vikimco,- Dự án nhà máy Vikimco,- Dự án nhà máy Vikimco,1.789.879.430,-,-,-,1789879430.0,,,
- Dự án nhà máy Dược phẩm (3),- Dự án nhà máy Dược phẩm (3),- Dự án nhà máy Dược phẩm (3),34.982.404.515,-,-,-,34982404515.0,,,
- Mua đất chưa hoàn thành thủ tục sang tên (4),- Mua đất chưa hoàn thành thủ tục sang tên (4),- Mua đất chưa hoàn thành thủ tục sang tên (4),8.754.994.083,-,16.619.138.626,-,8754994083.0,,16619138626.0,
- Đầu tư xây dựng nhà máy tại Hậu Giang,- Đầu tư xây dựng nhà máy tại Hậu Giang,- Đầu tư xây dựng nhà máy tại Hậu Giang,4.888.387.833,-,4.888.387.833,-,4888387833.0,,4888387833.0,
- Các công trình khác,- Các công trình khác,- Các công trình khác,900.000,-,2.198.039.623,-,900000.0,,2198039623.0,
,,,83.828.886.638,-,40.881.470.362,-,83828886638.0,,40881470362.0,
