row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.986.756.550.457,1.755.831.634.107,100.0,,2986756550457.0,1755831634107.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,909.523.073.630,776.338.986.657,110.0,5.0,909523073630.0,776338986657.0
1. Tiền,1. Tiền,1. Tiền,111,,141.160.146.720,154.305.252.906,111.0,,141160146720.0,154305252906.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,111,,768.362.926.910,622.033.733.751,111.0,,768362926910.0,622033733751.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,-,-,120.0,,,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,6,925.131.068.005,473.568.496.955,130.0,6.0,925131068005.0,473568496955.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,172.928.612.418,138.934.334.713,131.0,,172928612418.0,138934334713.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,106.002.099.245,82.979.710.721,132.0,,106002099245.0,82979710721.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,,14.011.336.802,27.611.336.802,135.0,,14011336802.0,27611336802.0
4. Các khoản phải thu khác,4. Các khoản phải thu khác,4. Các khoản phải thu khác,136,,650.140.222.743,235.949.558.727,136.0,,650140222743.0,235949558727.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(17.951.203.203),(11.906.444.008),137.0,,-17951203203.0,-11906444008.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,7,1.122.028.633.093,499.214.313.850,140.0,7.0,1122028633093.0,499214313850.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.122.028.633.093,499.214.313.850,141.0,,1122028633093.0,499214313850.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,30.073.775.729,6.709.836.645,150.0,,30073775729.0,6709836645.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,20.514.194.940,3.668.163.751,151.0,,20514194940.0,3668163751.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,9.533.720.770,3.041.672.894,152.0,,9533720770.0,3041672894.0
3. Thuế phải thu Ngân sách Nhà nước,3. Thuế phải thu Ngân sách Nhà nước,3. Thuế phải thu Ngân sách Nhà nước,153,,25.860.019,-,153.0,,25860019.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,586.590.610.224,404.621.198.182,200.0,,586590610224.0,404621198182.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.012.271.732,712.168.460,210.0,,1012271732.0,712168460.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,300.103.272,-,211.0,,300103272.0,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,,712.168.460,712.168.460,216.0,,712168460.0,712168460.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,21.038.297.320,10.005.094.958,220.0,,21038297320.0,10005094958.0
