row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,8,17.969.619.960,9.295.918.133,221.0,8.0,17969619960.0,9295918133.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,32.838.605.341,19.137.212.755,222.0,,32838605341.0,19137212755.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(14.868.985.381),(9.841.294.622),223.0,,-14868985381.0,-9841294622.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,9,3.068.677.360,709.176.825,227.0,9.0,3068677360.0,709176825.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,4.139.720.768,1.180.949.914,228.0,,4139720768.0,1180949914.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(1.071.043.408),(471.773.089),229.0,,-1071043408.0,-471773089.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,240,10,22.564.045.227,22.784.283.063,240.0,10.0,22564045227.0,22784283063.0
Nguyên giá,Nguyên giá,Nguyên giá,241,,26.289.557.319,26.289.557.319,241.0,,26289557319.0,26289557319.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,242,,(3.725.512.092),(3.505.274.256),242.0,,-3725512092.0,-3505274256.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,31.894.898.894,202.724.995,240.0,,31894898894.0,202724995.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,31.894.898.894,202.724.995,242.0,,31894898894.0,202724995.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,392.680.741.301,331.279.091.617,250.0,,392680741301.0,331279091617.0
"1. Đầu tư vào công ty liên kết, liên doanh","1. Đầu tư vào công ty liên kết, liên doanh","1. Đầu tư vào công ty liên kết, liên doanh",252,11,392.680.741.301,331.279.091.617,252.0,11.0,392680741301.0,331279091617.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,117.400.355.750,39.637.835.089,260.0,,117400355750.0,39637835089.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,50.770.457.729,5.409.845.315,261.0,12.0,50770457729.0,5409845315.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,7.563.564.908,2.159.713.532,262.0,,7563564908.0,2159713532.0
3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,268,13,32.068.276.242,32.068.276.242,268.0,13.0,32068276242.0,32068276242.0
4. Lợi thế thương mại,4. Lợi thế thương mại,4. Lợi thế thương mại,269,,26.998.056.871,-,269.0,,26998056871.0,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,3.573.347.160.681,2.160.452.832.289,270.0,,3573347160681.0,2160452832289.0
