row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",05,5.0
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,05-10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03-06,
