row_label_raw,row_label_full,col_0,31/12/2015VND,01/01/2015VND,numeric__31/12/2015VND,numeric__01/01/2015VND
Công ty Cổ phần Đầu tư LDG,Công ty Cổ phần Đầu tư LDG,Công ty Cổ phần Đầu tư LDG,391.194.105.714,327.096.898.221,391194105714.0,327096898221.0
Giá trị đầu tư,Giá trị đầu tư,Giá trị đầu tư,311.516.210.000,311.516.210.000,311516210000.0,311516210000.0
Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,79.677.895.714,15.580.688.221,79677895714.0,15580688221.0
Công ty Cổ phần Đất Xanh Đông Á,Công ty Cổ phần Đất Xanh Đông Á,Công ty Cổ phần Đất Xanh Đông Á,-,1.603.456.812,,1603456812.0
Giá trị đầu tư,Giá trị đầu tư,Giá trị đầu tư,,1.176.460.000,,1176460000.0
Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận phát sinh sau ngày đầu tư trừ cổ tức được chia,,426.996.812,,426996812.0
Công ty Cổ phần Đất Xanh Tây Bắc,Công ty Cổ phần Đất Xanh Tây Bắc,Công ty Cổ phần Đất Xanh Tây Bắc,-,2.578.736.584,,2578736584.0
Giá trị đầu tư,Giá trị đầu tư,Giá trị đầu tư,,2.800.000.000,,2800000000.0
Phần (lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần (lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần (lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,,(221.263.416),,-221263416.0
Công ty Cổ phần Queen Land,Công ty Cổ phần Queen Land,Công ty Cổ phần Queen Land,1.486.635.587,-,1486635587.0,
Giá trị đầu tư,Giá trị đầu tư,Giá trị đầu tư,720.000.000,,720000000.0,
Phần lợi nhuận/(lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận/(lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,Phần lợi nhuận/(lỗ) phát sinh sau ngày đầu tư trừ cổ tức được chia,766.635.587,-,766635587.0,
,,,392.680.741.301,331.279.091.617,392680741301.0,331279091617.0
