row_label_raw,row_label_full,Ông Lương Trí Thìn,Chủ tịch,numeric__Chủ tịch
Ông Phạm Linh,Ông Phạm Linh,Ông Phạm Linh,Thành viên,
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Thành viên,
Ông Trần Việt Anh,Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên,
Ông Lương Trí Thảo,Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,
Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Trưởng ban,
Bà Trịnh Thị Ngọc Hà,Bà Trịnh Thị Ngọc Hà,Bà Trịnh Thị Ngọc Hà,Thành viên,
Ông Nguyễn Quốc Vy Liêm,Ông Nguyễn Quốc Vy Liêm,Ông Nguyễn Quốc Vy Liêm,Thành viên,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Tổng Giám đốc,
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Tổng Giám đốc,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Phó Tổng Giám đốc (bổ nhiệm ngày 26/3/2015),
