row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Doanh thu,Doanh thu,Doanh thu,524.162.824.941,89.118.577.010,524162824941.0,89118577010.0
Lợi nhuận thuần/(lỗ),Lợi nhuận thuần/(lỗ),Lợi nhuận thuần/(lỗ),154.319.114.307,37.202.877.077,154319114307.0,37202877077.0
Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,64.044.527.665,15.439.193.987,64044527665.0,15439193987.0
Công ty cổ phần Đất Xanh Đông Á,Công ty cổ phần Đất Xanh Đông Á,Công ty cổ phần Đất Xanh Đông Á,Công ty cổ phần Đất Xanh Đông Á,Công ty cổ phần Đất Xanh Đông Á,,
,,,2015VND,2014VND,,
Doanh thu,Công ty cổ phần Đất Xanh Đông Á > Doanh thu,Doanh thu,9.599.349.643,13.622.132.339,9599349643.0,13622132339.0
Lợi nhuận thuần/(lỗ),Công ty cổ phần Đất Xanh Đông Á > Lợi nhuận thuần/(lỗ),Lợi nhuận thuần/(lỗ),710.611.399,1.186.093.383,710611399.0,1186093383.0
Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Công ty cổ phần Đất Xanh Đông Á > Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,255.822.017,426.996.812,255822017.0,426996812.0
Công ty CP ĐT & PT Đất Xanh Tây Bắc,Công ty CP ĐT & PT Đất Xanh Tây Bắc,Công ty CP ĐT & PT Đất Xanh Tây Bắc,Công ty CP ĐT & PT Đất Xanh Tây Bắc,Công ty CP ĐT & PT Đất Xanh Tây Bắc,,
,,,2015VND,2014VND,,
Doanh thu,Công ty CP ĐT & PT Đất Xanh Tây Bắc > Doanh thu,Doanh thu,20.280.204.247,6.070.941.450,20280204247.0,6070941450.0
Lợi nhuận thuần/(lỗ),Công ty CP ĐT & PT Đất Xanh Tây Bắc > Lợi nhuận thuần/(lỗ),Lợi nhuận thuần/(lỗ),3.812.097.208,(573.309.315),3812097208.0,-573309315.0
Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Công ty CP ĐT & PT Đất Xanh Tây Bắc > Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,1.471.243.581,(221.263.416),1471243581.0,-221263416.0
,,,31/12/2015VND,01/01/2015VND,,
Công ty CP TM&DV BĐS Queen Land,Công ty CP TM&DV BĐS Queen Land,Công ty CP TM&DV BĐS Queen Land,Công ty CP TM&DV BĐS Queen Land,Công ty CP TM&DV BĐS Queen Land,,
Tổng tài sản,Công ty CP TM&DV BĐS Queen Land > Tổng tài sản,Tổng tài sản,7.335.852.218,-,7335852218.0,
Tổng công nợ,Công ty CP TM&DV BĐS Queen Land > Tổng công nợ,Tổng công nợ,3.206.308.921,-,3206308921.0,
Tài sản thuần,Công ty CP TM&DV BĐS Queen Land > Tài sản thuần,Tài sản thuần,4.129.543.297,-,4129543297.0,
Phần tài sản thuần Tập Đoàn đầu tư vào công ty,Công ty CP TM&DV BĐS Queen Land > Phần tài sản thuần Tập Đoàn đầu tư vào công ty,Phần tài sản thuần Tập Đoàn đầu tư vào công ty,1.486.635.587,-,1486635587.0,
,,,2015VND,2014VND,,
Doanh thu,Công ty CP TM&DV BĐS Queen Land > Doanh thu,Doanh thu,17.672.556.643,-,17672556643.0,
Lợi nhuận thuần/(lỗ),Công ty CP TM&DV BĐS Queen Land > Lợi nhuận thuần/(lỗ),Lợi nhuận thuần/(lỗ),2.129.543.297,-,2129543297.0,
Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Công ty CP TM&DV BĐS Queen Land > Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,Lợi nhuận thuần/(lỗ) của Tập Đoàn trong công ty,766.635.587,-,766635587.0,
