row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO KIÊM TOÁN ĐỘC LẬP,BÁO KIÊM TOÁN ĐỘC LẬP,3,3.0
BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,4 - 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOÀNH HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOÀNH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOÀNH HỢP NHẤT,6,6.0
BÁO CÁO LUÙ CHUYÊN TIÊN TỆ HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT > BÁO CÁO LUÙ CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYÊN TIÊN TỆ HỢP NHẤT,7,7.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,8 - 28,
