row_label_raw,row_label_full,col_0,Dịch vụ môi giới bất động sản,Dịch vụ môi giới bất động sản_1,Đầu tư bất động sản,Đầu tư bất động sản_1,Xay động,Xay động_1,Tổng cộng,Tổng cộng_1,numeric__Dịch vụ môi giới bất động sản,numeric__Dịch vụ môi giới bất động sản_1,numeric__Đầu tư bất động sản,numeric__Đầu tư bất động sản_1,numeric__Xay động,numeric__Xay động_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2015,2014,2015,2014,2015,2014,2015,2014,2015.0,2014.0,2015.0,2014.0,2015.0,2014.0,2015.0,2014.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,,,,,,,
Doanh thu thuần từ khách hàng bên ngoài,Doanh thu thuần > Doanh thu thuần từ khách hàng bên ngoài,Doanh thu thuần từ khách hàng bên ngoài,1.191.833.186.066,299.563.413.858,49.321.219.852,162.044.152.701,153.350.371.750,44.573.090.903,1.394.504.777.668,506.180.657.462,1191833186066.0,299563413858.0,49321219852.0,162044152701.0,153350371750.0,44573090903.0,1394504777668.0,506180657462.0
Doanh thu thuần từ các bộ phận khác,Doanh thu thuần từ các bộ phận khác,Doanh thu thuần từ các bộ phận khác,,,,,,,-,-,,,,,,,,
Tổng doanh thu,Doanh thu thuần từ các bộ phận khác > Tổng doanh thu,Tổng doanh thu,1.191.833.186.066,299.563.413.858,49.321.219.852,162.044.152.701,153.350.371.750,44.573.090.903,1.394.504.777.668,506.180.657.462,1191833186066.0,299563413858.0,49321219852.0,162044152701.0,153350371750.0,44573090903.0,1394504777668.0,506180657462.0
Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,,,,,,,,
Kết quả kinh doanh bộ phận,Kết quả hoạt động kinh doanh > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,635.500.626.941,216.390.710.740,15.913.798.146,72.974.233.844,7.830.397.306,12.450.264.012,659.244.822.393,301.815.208.597,635500626941.0,216390710740.0,15913798146.0,72974233844.0,7830397306.0,12450264012.0,659244822393.0,301815208597.0
(-) Chi phí không phân bổ,Kết quả hoạt động kinh doanh > (-) Chi phí không phân bổ,(-) Chi phí không phân bổ,,,,,,,269.452.213.818,136.630.046.534,,,,,,,269452213818.0,136630046534.0
Lợi nhuận từ HĐKD,Kết quả hoạt động kinh doanh > Lợi nhuận từ HĐKD,Lợi nhuận từ HĐKD,,,,,,,389.792.608.575,165.185.162.063,,,,,,,389792608575.0,165185162063.0
Phần LN trong công ty liên kết,Kết quả hoạt động kinh doanh > Phần LN trong công ty liên kết,Phần LN trong công ty liên kết,,,,,,,66.590.908.678,15.644.927.383,,,,,,,66590908678.0,15644927383.0
Doanh thu tài chính,Kết quả hoạt động kinh doanh > Doanh thu tài chính,Doanh thu tài chính,,,,,,,36.843.777.959,83.903.183.685,,,,,,,36843777959.0,83903183685.0
(-) Chi phí tài chính,Kết quả hoạt động kinh doanh > (-) Chi phí tài chính,(-) Chi phí tài chính,,,,,,,8.494.992.425,79.290.701,,,,,,,8494992425.0,79290701.0
Lãi (lỗ) khác,Kết quả hoạt động kinh doanh > Lãi (lỗ) khác,Lãi (lỗ) khác,,,,,,,55.657.435.587,1.715.043.259,,,,,,,55657435587.0,1715043259.0
Lợi nhuận trước thuế,Kết quả hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,,,,,,,540.389.738.374,266.369.025.689,,,,,,,540389738374.0,266369025689.0
(-) Chi phí thuế TNDN,Kết quả hoạt động kinh doanh > (-) Chi phí thuế TNDN,(-) Chi phí thuế TNDN,,,,,,,97.933.278.406,55.480.718.716,,,,,,,97933278406.0,55480718716.0
(-) Chi phí thuế TNDN hoãn lại,Kết quả hoạt động kinh doanh > (-) Chi phí thuế TNDN hoãn lại,(-) Chi phí thuế TNDN hoãn lại,,,,,,,(3.160.356.170),(2.159.713.532),,,,,,,-3160356170.0,-2159713532.0
Lợi nhuận trong năm,Kết quả hoạt động kinh doanh > Lợi nhuận trong năm,Lợi nhuận trong năm,,,,,,,445.616.816.138,213.048.020.505,,,,,,,445616816138.0,213048020505.0
(-) Lợi ích CD không kiểm soát,Kết quả hoạt động kinh doanh > (-) Lợi ích CD không kiểm soát,(-) Lợi ích CD không kiểm soát,,,,,,,108.988.279.788,45.213.530.880,,,,,,,108988279788.0,45213530880.0
Thu nhập thuần,Kết quả hoạt động kinh doanh > Thu nhập thuần,Thu nhập thuần,,,,,,,336.628.536.350,167.834.489.625,,,,,,,336628536350.0,167834489625.0
