row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
Công ty CP TMDV XD KDN Vạn Thái,Công ty CP TMDV XD KDN Vạn Thái,Công ty CP TMDV XD KDN Vạn Thái,22.182.028.715,2.699.614.049,22182028715.0,2699614049.0
Công ty CP Địa ốc SG Nam Đô,Công ty CP Địa ốc SG Nam Đô,Công ty CP Địa ốc SG Nam Đô,28.437.962.028,-,28437962028.0,
Công Ty CP Đầu Tư Viethomes,Công Ty CP Đầu Tư Viethomes,Công Ty CP Đầu Tư Viethomes,8.088.900.855,2.514.700.669,8088900855.0,2514700669.0
Công ty TNHH FIVE STAR Kim Giang,Công ty TNHH FIVE STAR Kim Giang,Công ty TNHH FIVE STAR Kim Giang,13.063.214.215,-,13063214215.0,
Công ty TNHH TM QC XD Địa ốc Việt Hân,Công ty TNHH TM QC XD Địa ốc Việt Hân,Công ty TNHH TM QC XD Địa ốc Việt Hân,11.923.113.340,-,11923113340.0,
Công Ty TNHH ĐT Capitaland - Hoàng Thành,Công Ty TNHH ĐT Capitaland - Hoàng Thành,Công Ty TNHH ĐT Capitaland - Hoàng Thành,8.115.042.739,-,8115042739.0,
Khách hàng mua Dự án Gold Hill,Khách hàng mua Dự án Gold Hill,Khách hàng mua Dự án Gold Hill,12.635.678.468,22.348.517.625,12635678468.0,22348517625.0
Khách hàng mua Dự án Phú Gia Hưng,Khách hàng mua Dự án Phú Gia Hưng,Khách hàng mua Dự án Phú Gia Hưng,7.093.023.696,10.280.358.911,7093023696.0,10280358911.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,61.389.648.362,101.091.143.459,61389648362.0,101091143459.0
,,,172.928.612.418,138.934.334.713,172928612418.0,138934334713.0
