row_label_raw,row_label_full,col_0,Miền Nam,Miền Bắc,Miền Trung,Điều chỉnh hợp nhất,Tổng cộng,numeric__Miền Nam,numeric__Miền Bắc,numeric__Miền Trung,numeric__Điều chỉnh hợp nhất,numeric__Tổng cộng
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,,,,
Doanh thu thuần từ hoạt động kinh doanh,Doanh thu thuần > Doanh thu thuần từ hoạt động kinh doanh,Doanh thu thuần từ hoạt động kinh doanh,933.071.850.720,409.877.584.606,138.294.896.167,(86.739.553.825),1.394.504.777.668,933071850720.0,409877584606.0,138294896167.0,-86739553825.0,1394504777668.0
Doanh thu thuần từ các bộ phận khác,Doanh thu thuần từ các bộ phận khác,Doanh thu thuần từ các bộ phận khác,,,,,,,,,,
Tổng doanh thu,Doanh thu thuần từ các bộ phận khác > Tổng doanh thu,Tổng doanh thu,933.071.850.720,409.877.584.606,138.294.896.167,(86.739.553.825),1.394.504.777.668,933071850720.0,409877584606.0,138294896167.0,-86739553825.0,1394504777668.0
Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,Kết quả hoạt động kinh doanh,,,,,
Kết quả kinh doanh bộ phận,Kết quả hoạt động kinh doanh > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,318.083.056.072,225.857.028.368,112.327.702.469,2.977.035.484,659.244.822.393,318083056072.0,225857028368.0,112327702469.0,2977035484.0,659244822393.0
Doanh thu tài chính,Kết quả hoạt động kinh doanh > Doanh thu tài chính,Doanh thu tài chính,85.885.209.467,1.242.052.901,2.052.222.917,(52.335.707.326),36.843.777.959,85885209467.0,1242052901.0,2052222917.0,-52335707326.0,36843777959.0
(-) Chi phí tài chính,Kết quả hoạt động kinh doanh > (-) Chi phí tài chính,(-) Chi phí tài chính,5.226.481.801,818.901.057,-,2.449.609.567,8.494.992.425,5226481801.0,818901057.0,,2449609567.0,8494992425.0
(-) Chi phí bán hang,Kết quả hoạt động kinh doanh > (-) Chi phí bán hang,(-) Chi phí bán hang,62.683.270.531,76.437.960.810,8.545.794.547,(3.312.379.083),144.354.646.805,62683270531.0,76437960810.0,8545794547.0,-3312379083.0,144354646805.0
(-) Chi phí quản lý doanh nghiệp,Kết quả hoạt động kinh doanh > (-) Chi phí quản lý doanh nghiệp,(-) Chi phí quản lý doanh nghiệp,93.604.905.001,24.599.102.957,7.636.450.579,(742.891.524),125.097.567.013,93604905001.0,24599102957.0,7636450579.0,-742891524.0,125097567013.0
(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,(-) Chi phí không phân bổ,,,,,
Lợi nhuận từ hoạt động kinh doanh,(-) Chi phí không phân bổ > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,242.453.608.206,125.243.116.445,98.197.680.260,"(50.662.398,00)",418.141.394.109,242453608206.0,125243116445.0,98197680260.0,-50662398.0,418141394109.0
Phần lợi nhuận trong các công ty liên kết,(-) Chi phí không phân bổ > Phần lợi nhuận trong các công ty liên kết,Phần lợi nhuận trong các công ty liên kết,,,-,66.590.908.678,66.590.908.678,,,,66590908678.0,66590908678.0
Lãi (lỗ) khác,(-) Chi phí không phân bổ > Lãi (lỗ) khác,Lãi (lỗ) khác,3.312.009.424,(4.200.621.383),2.279.924.473,54.266.123.073,55.657.435.587,3312009424.0,-4200621383.0,2279924473.0,54266123073.0,55657435587.0
Lợi nhuận trước thuế,(-) Chi phí không phân bổ > Lợi nhuận trước thuế,Lợi nhuận trước thuế,245.765.617.630,121.042.495.062,100.477.604.733,73.051.341.121,540.389.738.374,245765617630.0,121042495062.0,100477604733.0,73051341121.0,540389738374.0
(-) Chi phí thuế TNDN,(-) Chi phí không phân bổ > (-) Chi phí thuế TNDN,(-) Chi phí thuế TNDN,48.963.365.318,26.747.861.693,22.222.051.395,-,97.933.278.406,48963365318.0,26747861693.0,22222051395.0,,97933278406.0
(-) Chi phí thuế TNDN hoãn lại,(-) Chi phí không phân bổ > (-) Chi phí thuế TNDN hoãn lại,(-) Chi phí thuế TNDN hoãn lại,(3.243.038.406),-,-,82.682.236,(3.160.356.170),-3243038406.0,,,82682236.0,-3160356170.0
Lợi nhuận trong năm,(-) Chi phí không phân bổ > Lợi nhuận trong năm,Lợi nhuận trong năm,200.045.290.718,94.294.633.369,78.255.553.338,72.968.658.885,445.616.816.138,200045290718.0,94294633369.0,78255553338.0,72968658885.0,445616816138.0
(-) Lợi ích cổ đông thiểu số,(-) Chi phí không phân bổ > (-) Lợi ích cổ đông thiểu số,(-) Lợi ích cổ đông thiểu số,-,-,-,108.988.279.788,108.988.279.788,,,,108988279788.0,108988279788.0
Thu nhập thuần,(-) Chi phí không phân bổ > Thu nhập thuần,Thu nhập thuần,200.045.290.718,94.294.633.369,78.255.553.338,(36.019.620.903),336.628.536.350,200045290718.0,94294633369.0,78255553338.0,-36019620903.0,336628536350.0
