row_label_raw,row_label_full,col_0,Tại ngày1.1.2024VND,Số phải nộptrong nămVND,Số đã thựcnộp/cấn trừtrong nămVND,Tại ngày31.12.2024VND,numeric__Tại ngày1.1.2024VND,numeric__Số phải nộptrong nămVND,numeric__Số đã thựcnộp/cấn trừtrong nămVND,numeric__Tại ngày31.12.2024VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,(5.008.645.998),727.191.750.532,(672.893.417.714),49.289.686.820,-5008645998.0,727191750532.0,-672893417714.0,49289686820.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,250.780.603.820,545.694.446.094,(500.110.892.213),296.364.157.701,250780603820.0,545694446094.0,-500110892213.0,296364157701.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.730.799.411,209.269.603.410,(222.572.672.175),12.427.730.646,25730799411.0,209269603410.0,-222572672175.0,12427730646.0
Khác,Khác,Khác,5.437.719.248,6.698.187.091,(7.577.073.704),4.558.832.635,5437719248.0,6698187091.0,-7577073704.0,4558832635.0
,,,276.940.476.481,1.488.853.987.127,(1.403.154.055.806),362.640.407.802,276940476481.0,1488853987127.0,-1403154055806.0,362640407802.0
