row_label_raw,row_label_full,"Doanh thu bán vàng, bạc và đồ trang sức",38.887.885.462.459,34.270.819.575.614,numeric__38.887.885.462.459,numeric__34.270.819.575.614
Doanh thu bán phụ kiện,Doanh thu bán phụ kiện,Doanh thu bán phụ kiện,63.625.784.731,71.543.206.059,63625784731.0,71543206059.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,68.379.590.421,44.831.916.663,68379590421.0,44831916663.0
,,,39.019.890.837.611,34.387.194.698.336,39019890837611.0,34387194698336.0
