row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGẮN HẠN,,14.245.066.460.600,11.850.637.243.628,,,14245066460600.0,11850637243628.0
110,110,110,Tiền và các khoản tương đương tiền,3,876.386.642.542,849.647.857.093,,3.0,876386642542.0,849647857093.0
111,111,111,Tiền,,776.386.642.542,849.647.857.093,,,776386642542.0,849647857093.0
112,112,112,Các khoản tương đương tiền,,100.000.000.000,-,,,100000000000.0,
120,120,120,Đầu tư tài chính ngắn hạn,,1.020.000.000.000,810.000.000.000,,,1020000000000.0,810000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,11(a),1.020.000.000.000,810.000.000.000,,,1020000000000.0,810000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,534.032.818.675,429.685.009.199,,,534032818675.0,429685009199.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,247.307.998.953,223.408.264.929,,4.0,247307998953.0,223408264929.0
132,132,132,Trả trước cho người bán ngắn hạn,5,232.487.017.608,111.204.005.388,,5.0,232487017608.0,111204005388.0
135,135,135,Phải thu về cho vay ngắn hạn,,-,50.000.000.000,,,,50000000000.0
136,136,136,Phải thu ngắn hạn khác,6(a),81.212.804.391,49.263.550.838,,,81212804391.0,49263550838.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(27.711.810.954),(4.243.047.512),,7.0,-27711810954.0,-4243047512.0
139,139,139,Tài sản thiếu chờ xử lý,,736.808.677,52.235.556,,,736808677.0,52235556.0
140,140,140,Hàng tồn kho,8,11.724.516.818.448,9.673.282.921.227,,8.0,11724516818448.0,9673282921227.0
141,141,141,Hàng tồn kho,,11.755.388.466.094,9.673.282.921.227,,,11755388466094.0,9673282921227.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(30.871.647.646),-,,,-30871647646.0,
150,150,150,Tài sản ngắn hạn khác,,90.130.180.935,88.021.456.109,,,90130180935.0,88021456109.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),89.762.681.562,86.756.857.512,,,89762681562.0,86756857512.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,367.499.373,1.264.598.597,,,367499373.0,1264598597.0
