row_label_raw,row_label_full,"Doanh thu thuần về bán vàng, bạc và đồ trang sức",38.484.616.830.588,33.901.893.294.812,numeric__38.484.616.830.588,numeric__33.901.893.294.812
Doanh thu thuần về bán phụ kiện,Doanh thu thuần về bán phụ kiện,Doanh thu thuần về bán phụ kiện,63.625.784.731,71.543.206.059,63625784731.0,71543206059.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,68.379.590.421,44.831.916.663,68379590421.0,44831916663.0
,,,38.616.622.205.740,34.018.268.417.534,38616622205740.0,34018268417534.0
