row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
200,200,200,TÀI SẢN DÀI HẠN,,1.975.395.225.192,1.954.409.426.181,,,1975395225192.0,1954409426181.0
210,210,210,Khoàn phải thu dài hạn,,109.733.749.391,100.084.759.373,,,109733749391.0,100084759373.0
216,216,216,Phải thu dài hạn khác,6(b),109.733.749.391,100.084.759.373,,,109733749391.0,100084759373.0
220,220,220,Tài sản cố định,,757.492.936.453,784.146.596.164,,,757492936453.0,784146596164.0
221,221,221,Tài sản cố định hữu hình,10(a),149.244.660.665,158.564.779.078,,,149244660665.0,158564779078.0
222,222,222,Nguyên giá,,415.510.256.590,394.033.010.543,,,415510256590.0,394033010543.0
223,223,223,Giá trị khấu hao lũy kế,,(266.265.595.925),(235.468.231.465),,,-266265595925.0,-235468231465.0
227,227,227,Tài sản cố định vô hình,10(b),608.248.275.788,625.581.817.086,,,608248275788.0,625581817086.0
228,228,228,Nguyên giá,,706.163.555.144,706.163.555.144,,,706163555144.0,706163555144.0
229,229,229,Giá trị khấu hao lũy kế,,(97.915.279.356),(80.581.738.058),,,-97915279356.0,-80581738058.0
240,240,240,Tài sản dở dang dài hạn,,29.276.159.250,29.007.887.250,,,29276159250.0,29007887250.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,,29.276.159.250,29.007.887.250,,,29276159250.0,29007887250.0
250,250,250,Đầu tư tài chính dài hạn,11(b),634.632.000.000,613.811.871.818,,,634632000000.0,613811871818.0
251,251,251,Đầu tư vào công ty con,,660.000.000.000,660.000.000.000,,,660000000000.0,660000000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,399.251.613.400,399.251.613.400,,,399251613400.0,399251613400.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,,(424.619.613.400),(445.439.741.582),,,-424619613400.0,-445439741582.0
260,260,260,Tài sản dài hạn khác,,444.260.380.098,427.358.311.576,,,444260380098.0,427358311576.0
261,261,261,Chỉ phí trả trước dài hạn,9(b),249.467.949.459,309.433.931.478,,,249467949459.0,309433931478.0
262,262,262,Tài sản thuế thu nhập doanh nghiệp hoãn lại,21,194.792.430.639,117.924.380.098,,21.0,194792430639.0,117924380098.0
270,270,270,TỔNG TÀI SẢN,,16.220.461.685.792,13.805.046.669.809,,,16220461685792.0,13805046669809.0
