row_label_raw,row_label_full,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,5.054.673.210.607,4.467.708.824.629,numeric__5.054.673.210.607,numeric__4.467.708.824.629
Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,51.548.756.634,86.068.347.830,51548756634.0,86068347830.0
Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,1.145.454.546,1.090.909.092,1145454546.0,1090909092.0
Công ty Cổ phần Sữa Việt Nam,Công ty Cổ phần Sữa Việt Nam,Công ty Cổ phần Sữa Việt Nam,807.000.000,-,807000000.0,
Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,25.492.500,-,25492500.0,
Công ty TNHH Sơn Kansai-Alphanam,Công ty TNHH Sơn Kansai-Alphanam,Công ty TNHH Sơn Kansai-Alphanam,-,11.220.000,,11220000.0
