row_label_raw,row_label_full,col_0,Số liệu báo cáotrước đây,Điều chỉnh,Số liệutrình bày lại,numeric__Số liệu báo cáotrước đây,numeric__Điều chỉnh,numeric__Số liệutrình bày lại
Lợi nhuận thuần phân bổ cho các cổđông (VND),Lợi nhuận thuần phân bổ cho các cổđông (VND),Lợi nhuận thuần phân bổ cho các cổđông (VND),57.334.523.967,-,57.334.523.967,57334523967.0,,57334523967.0
"Điều chỉnh giảm số trích quỹ khenthường, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khenthường, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khenthường, phúc lợi (VND)",-,(1.720.035.719),(1.720.035.719),,-1720035719.0,-1720035719.0
,,,57.334.523.967,(1.720.035.719),55.614.488.248,57334523967.0,-1720035719.0,55614488248.0
Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),157.737.088,-,157.737.088,157737088.0,,157737088.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),363,,353,363.0,,353.0
