row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
300,300,300,NỘ PHẢI TRẢ,,5.047.543.923.750,5.150.840.696.186,,,5047543923750.0,5150840696186.0
310,310,310,Nợ ngắn hạn,,4.342.498.959.228,3.924.411.209.320,,,4342498959228.0,3924411209320.0
311,311,311,Phải trả người bán ngắn hạn,12,1.818.620.562.140,548.305.048.865,,12.0,1818620562140.0,548305048865.0
312,312,312,Người mua trả tiền trước ngắn hạn,,47.636.715.311,72.237.154.939,,,47636715311.0,72237154939.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13,758.814.883,331.993.409,,13.0,758814883.0,331993409.0
314,314,314,Phải trả người lao động,,16.918.142.598,24.939.114.271,,,16918142598.0,24939114271.0
315,315,315,Chi phí phải trả ngắn hạn,14,10.517.706.173,18.515.039.887,,14.0,10517706173.0,18515039887.0
319,319,319,Phải trả ngắn hạn khác,,9.700.352.173,10.683.320.899,,,9700352173.0,10683320899.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,15(a),2.388.861.750.039,3.200.973.156.858,,,2388861750039.0,3200973156858.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,49.484.915.911,48.426.380.192,,,49484915911.0,48426380192.0
330,330,330,Nợ dài hạn,,705.044.964.522,1.226.429.486.866,,,705044964522.0,1226429486866.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,"15(b),(c)",703.339.289.824,1.225.105.461.236,,,703339289824.0,1225105461236.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,805.674.698,424.025.630,,,805674698.0,424025630.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.016.814.179.518,2.971.176.971.365,,,3016814179518.0,2971176971365.0
410,410,410,Vốn chủ sở hữu,,3.016.814.179.518,2.971.176.971.365,,,3016814179518.0,2971176971365.0
411,411,411,Vốn góp của chủ sở hữu,"17, 18",1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.819.998.680.000,1.819.998.680.000,,,1819998680000.0,1819998680000.0
412,412,412,Thặng dư vốn cổ phần,18,766.255.590.000,766.255.590.000,,18.0,766255590000.0,766255590000.0
418,418,418,Quỹ đầu tư phát triển,18,38.504.256.821,37.357.566.342,,18.0,38504256821.0,37357566342.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,18,35.734.612.915,34.587.922.436,,18.0,35734612915.0,34587922436.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",18,356.321.039.782,312.977.212.587,,18.0,356321039782.0,312977212587.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,308.987.325.318,255.642.688.620,,,308987325318.0,255642688620.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,47.333.714.464,57.334.523.967,,,47333714464.0,57334523967.0
