row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,90.108.783.396,62.181.894.081,,90108783396.0,62181894081.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",441.808.719.478,421.267.286.048,,441808719478.0,421267286048.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,-,197.336.799,,,197336799.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,6.255.238.305,18.641.747.575,,6255238305.0,18641747575.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(258.586.300.923),(26.806.926.221),,-258586300923.0,-26806926221.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,237.062.837.775,338.624.286.639,,237062837775.0,338624286639.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,516.649.278.031,814.105.624.921,,516649278031.0,814105624921.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,(Tăng)/giảm các khoản phải thu,(63.335.753.547),500.956.992.924,,-63335753547.0,500956992924.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,(Tăng)/giảm hàng tồn kho,(168.857.094.809),1.669.666.144.043,,-168857094809.0,1669666144043.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng/(giảm) các khoản phải trả,1.221.047.880.369,(269.010.023.428),,1221047880369.0,-269010023428.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,(Tăng)/giảm chi phí trả trước,(38.710.484.428),3.671.724.783,,-38710484428.0,3671724783.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(242.759.139.169),(328.424.655.087),,-242759139169.0,-328424655087.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,(42.393.419.864),(50.263.783.803),,-42393419864.0,-50263783803.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,(661.500.000),(4.853.473.007),,-661500000.0,-4853473007.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.180.979.766.583,2.335.848.551.346,,1180979766583.0,2335848551346.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(95.918.214.298),(428.416.970.087),,-95918214298.0,-428416970087.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",252.399.306.332,790.909.091,,252399306332.0,790909091.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,Tiền gửi có kỳ hạn tại ngân hàng,(1.021.203.715.735),(84.790.000.000),,-1021203715735.0,-84790000000.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,Tiền thu hồi tiền gửi có kỳ hạn tại ngân hàng,509.503.385.049,300.000.000.000,,509503385049.0,300000000000.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,105.136.740.000,-,,105136740000.0,
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,Tiền thu lãi tiền gửi,20.376.451.055,17.844.821.236,,20376451055.0,17844821236.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(229.706.047.597),(194.571.239.760),,-229706047597.0,-194571239760.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,8.961.750.010.468,10.822.524.430.778,,8961750010468.0,10822524430778.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,(10.276.432.956.720),(12.570.612.560.825),,-10276432956720.0,-12570612560825.0
35,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,Tiền chi trả nợ gốc thuê tài chính,(21.551.624.950),(23.518.944.732),,-21551624950.0,-23518944732.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền cố tức đã trả cho chủ sở hữu,-,(1.000.000.000),,,-1000000000.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,(1.336.234.571.202),(1.772.607.074.779),,-1336234571202.0,-1772607074779.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,(384.960.852.216),368.670.236.807,,-384960852216.0,368670236807.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,3,460.998.285.030,,3.0,460998285030.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,4.744.932,(732.611.827),,4744932.0,-732611827.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,76.042.177.746,,3.0,76042177746.0
