row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,12.224.059.518.891(47.262.604.234),14.860.615.315.016(48.830.951.546),,,,
02,02,02,Các khoản giảm trừ doanh thu,,12.224.059.518.891(47.262.604.234),14.860.615.315.016(48.830.951.546),,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,21,12.176.796.914.657(11.835.048.249.482),14.811.784.363.470(14.018.938.867.523),,21.0,,
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,22,12.176.796.914.657(11.835.048.249.482),14.811.784.363.470(14.018.938.867.523),,22.0,,
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,341.748.665.175,792.845.495.947,,,341748665175.0,792845495947.0
21,02 > 21,21,Doanh thu hoạt động tài chính,23,106.993.222.393(275.044.712.627),97.659.802.812(430.375.821.251),,23.0,,
22,02 > 22,22,Chi phí tài chính,24,106.993.222.393(275.044.712.627),97.659.802.812(430.375.821.251),,24.0,,
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,(237.062.837.775),(484.683.757.792),,,-237062837775.0,-484683757792.0
25,02 > 25,25,Chi phí bán hàng,25,(210.243.639.854),(324.679.200.485),,25.0,-210243639854.0,-324679200485.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,26,(68.680.802.083),(78.219.408.611),,26.0,-68680802083.0,-78219408611.0
30,02 > 30,30,(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh,,(105.227.266.996),57.230.868.412,,,-105227266996.0,57230868412.0
31,02 > 31,31,Thu nhập khác,,197.608.346.357,7.332.685.455,,,197608346357.0,7332685455.0
32,02 > 32,32,Chi phí khác,,(2.272.295.965),(2.381.659.786),,,-2272295965.0,-2381659786.0
40,02 > 40,40,Lợi nhuận khác,27,195.336.050.392,4.951.025.669,,27.0,195336050392.0,4951025669.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,90.108.783.396,62.181.894.081,,,90108783396.0,62181894081.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,28,(42.393.419.864),(4.140.358.880),,28.0,-42393419864.0,-4140358880.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,28,(381.649.068),(707.011.234),,28.0,-381649068.0,-707011234.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,47.333.714.464,57.334.523.967,,,47333714464.0,57334523967.0
,,,Phân bổ cho:,,,,,,,
61,02 > 61,61,Lợi nhuận sau thuế của Công ty,,47.333.714.464,57.334.523.967,,,47333714464.0,57334523967.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,19,260,353,,19.0,260.0,353.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,19,260,353,,19.0,260.0,353.0
