row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.628.892.228.639,4.020.011.577.014,,,3628892228639.0,4020011577014.0
210,210,210,Các khoản phải thu dài hạn,,3.453.843.850,3.435.857.850,,,3453843850.0,3435857850.0
216,216,216,Phải thu dài hạn khác,7(b),3.453.843.850,3.435.857.850,,,3453843850.0,3435857850.0
220,220,220,Tài sản cố định,,3.457.519.368.197,3.532.029.376.931,,,3457519368197.0,3532029376931.0
221,221,221,Tài sản cố định hữu hình,10(a),3.048.944.248.274,3.272.054.255.350,,,3048944248274.0,3272054255350.0
222,222,222,Nguyên giá,,4.602.093.971.370,4.588.721.995.893,,,4602093971370.0,4588721995893.0
223,223,223,Giá trị khấu hao lũy kế,,(1.553.149.723.096),(1.316.667.740.543),,,-1553149723096.0,-1316667740543.0
224,224,224,Tài sản cố định thuê tài chính,10(b),161.933.804.303,-,,,161933804303.0,
225,225,225,Nguyên giá,,169.433.832.365,-,,,169433832365.0,
226,226,226,Giá trị khấu hao lũy kế,,(7.500.028.062),-,,,-7500028062.0,
227,227,227,Tài sản cố định vô hình,10(c),246.641.315.620,259.975.121.581,,,246641315620.0,259975121581.0
228,228,228,Nguyên giá,,269.659.536.657,279.070.154.526,,,269659536657.0,279070154526.0
229,229,229,Giá trị khấu hao lũy kế,,(23.018.221.037),(19.095.032.945),,,-23018221037.0,-19095032945.0
240,240,240,Tài sản dở dang dài hạn,,49.070.606.991,443.787.276.170,,,49070606991.0,443787276170.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,49.070.606.991,443.787.276.170,,11.0,49070606991.0,443787276170.0
250,250,250,Đầu tư tài chính dài hạn,,48.370.000.000,9.190.000.000,,,48370000000.0,9190000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(c),48.370.000.000,9.190.000.000,,,48370000000.0,9190000000.0
260,260,260,Tài sản dài hạn khác,,70.478.409.601,31.569.066.063,,,70478409601.0,31569066063.0
261,261,261,Chi phí trả trước dài hạn,9(b),70.478.409.601,31.569.066.063,,,70478409601.0,31569066063.0
270,270,270,TỔNG TÀI SẢN,,8.064.358.103.268,8.122.017.667.551,,,8064358103268.0,8122017667551.0
