row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,1.897.330.935.760,1.864.841.561.755,,271.0,1897330935760.0,1864841561755.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,-,-,,271.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,1.897.330.935.760,1.864.841.561.755,,271.0,1897330935760.0,1864841561755.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(1.577.562.566.026),(565.517.444.833),,28.0,-1577562566026.0,-565517444833.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,319.768.369.734,1.299.324.116.922,,,319768369734.0,1299324116922.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,311.774.530.910,110.344.430.639,,272.0,311774530910.0,110344430639.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(193.538.623.231) (186.448.115.484),(465.496.934.003) (458.874.243.707),,29.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(193.538.623.231) (186.448.115.484),(465.496.934.003) (458.874.243.707),,29.0,,
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",,53.316.082.235,31.747.508.838,,,53316082235.0,31747508838.0
25,25,25,9. Chi phí bán hàng,30,(7.468.855.667),(141.050.404.283),,30.0,-7468855667.0,-141050404283.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(137.181.726.801),(219.362.774.767),,30.0,-137181726801.0,-219362774767.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,346.669.777.180,615.505.943.346,,,346669777180.0,615505943346.0
31,31,31,12. Thu nhập khác,31,2.407.927.411,12.927.163.763,,31.0,2407927411.0,12927163763.0
32,32,32,13. Chi phí khác,31,(8.659.117.146),(9.959.071.934),,31.0,-8659117146.0,-9959071934.0
40,40,40,14. (Lỗ)/lợi nhuận khác,31,(6.251.189.735),2.968.091.829,,31.0,-6251189735.0,2968091829.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,340.418.587.445,618.474.035.175,,,340418587445.0,618474035175.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(58.512.253.356),(215.890.322.643),,331.0,-58512253356.0,-215890322643.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,33.3,21.993.134.234,48.166.293.940,,333.0,21993134234.0,48166293940.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,303.899.468.323,450.750.006.472,,,303899468323.0,450750006472.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,328.474.750.222,496.225.033.917,,,328474750222.0,496225033917.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,,(24.575.281.899),(45.475.027.445),,,-24575281899.0,-45475027445.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,35,1.112,1.709,,35.0,1112.0,1709.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,35,1.112,1.709,,35.0,1112.0,1709.0
