row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,143.392.666.347,40.789.669.996,143392666347.0,40789669996.0
Trích trước chi phí phát triển các dự án bất động sản,Ngắn hạn > Trích trước chi phí phát triển các dự án bất động sản,Trích trước chi phí phát triển các dự án bất động sản,142.634.148.866,225.712.618.288,142634148866.0,225712618288.0
Trích trước chi phí cho hoạt động của Khách sạn,Ngắn hạn > Trích trước chi phí cho hoạt động của Khách sạn,Trích trước chi phí cho hoạt động của Khách sạn,13.592.411.631,16.511.911.574,13592411631.0,16511911574.0
Oakwood Residence Hà Nội,Ngắn hạn > Oakwood Residence Hà Nội,Oakwood Residence Hà Nội,-,17.229.333.557,,17229333557.0
Chi phí hỗ trợ lãi suất,Ngắn hạn > Chi phí hỗ trợ lãi suất,Chi phí hỗ trợ lãi suất,37.412.786.960,13.221.985.276,37412786960.0,13221985276.0
Chi phí trích trước khác,Chi phí trích trước khác,Chi phí trích trước khác,,,,
TỔNG CỘNG,Chi phí trích trước khác > TỔNG CỘNG,TỔNG CỘNG,337.032.013.804,313.465.518.691,337032013804.0,313465518691.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả cho bên liên quan(Thuyết minh số 34),Trong đó: > Chi phí phải trả cho bên liên quan(Thuyết minh số 34),Chi phí phải trả cho bên liên quan(Thuyết minh số 34),90.144.484,-,90144484.0,
Chi phí phải trả các bên khác,Trong đó: > Chi phí phải trả các bên khác,Chi phí phải trả các bên khác,336.941.869.320,-,336941869320.0,
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả,Dài hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,280.567.446.954,239.337.678.679,280567446954.0,239337678679.0
Trích trước chi phí phát triển bất động sản Dự án Khu đồ thị mới Văn Phú,Dài hạn > Trích trước chi phí phát triển bất động sản Dự án Khu đồ thị mới Văn Phú,Trích trước chi phí phát triển bất động sản Dự án Khu đồ thị mới Văn Phú,-,88.094.788.346,,88094788346.0
Trích trước chi phí miễn phí quản lý cho khách hàng,Dài hạn > Trích trước chi phí miễn phí quản lý cho khách hàng,Trích trước chi phí miễn phí quản lý cho khách hàng,6.289.052.361,10.646.175.225,6289052361.0,10646175225.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,286.856.499.315,338.078.642.250,286856499315.0,338078642250.0
