row_label_raw,row_label_full,col_0,Đơn vị tính: VND,numeric__Đơn vị tính: VND
,,,Phần mềm máy tính,
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,8.208.652.682,8208652682.0
- Mua trong năm,Nguyên giá: > - Mua trong năm,- Mua trong năm,1.953.627.072,1953627072.0
- Giảm do thoái vốn tại công ty con,Nguyên giá: > - Giảm do thoái vốn tại công ty con,- Giảm do thoái vốn tại công ty con,(182.500.000),-182500000.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,9.979.779.754,9979779754.0
