row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.897.330.935.760,1.864.841.561.755,1897330935760.0,1864841561755.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.594.275.727.618,1.602.710.780.211,1594275727618.0,1602710780211.0
Doanh thu cung cấp dịch vụ lưu trú,Trong đó: > Doanh thu cung cấp dịch vụ lưu trú,Doanh thu cung cấp dịch vụ lưu trú,179.530.200.796,173.707.023.247,179530200796.0,173707023247.0
Doanh thu cung cấp dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,123.525.007.346,88.423.758.297,123525007346.0,88423758297.0
Giảm trừ doanh thu,Giảm trừ doanh thu,Giảm trừ doanh thu,-,-,,
Doanh thu thuần,Giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,1.897.330.935.760,1.864.841.561.755,1897330935760.0,1864841561755.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần từ chuyển nhượng bất động sản,Trong đó: > Doanh thu thuần từ chuyển nhượng bất động sản,Doanh thu thuần từ chuyển nhượng bất động sản,1.594.275.727.618,1.602.710.780.211,1594275727618.0,1602710780211.0
Doanh thu thuần từ cung cấp dịch vụ lưu trú,Trong đó: > Doanh thu thuần từ cung cấp dịch vụ lưu trú,Doanh thu thuần từ cung cấp dịch vụ lưu trú,179.530.200.796,173.707.023.247,179530200796.0,173707023247.0
Doanh thu thuần khác,Trong đó: > Doanh thu thuần khác,Doanh thu thuần khác,123.525.007.346,88.423.758.297,123525007346.0,88423758297.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với các bên khác,Trong đó: > Doanh thu đối với các bên khác,Doanh thu đối với các bên khác,1.897.172.535.760,1.864.683.161.755,1897172535760.0,1864683161755.0
Doanh thu đối với các bên liên quan(Thuyết minh số 34),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 34),Doanh thu đối với các bên liên quan(Thuyết minh số 34),158.400.000,158.400.000,158400000.0,158400000.0
