row_label_raw,row_label_full,Số đầu năm > - Khấu hao trong năm,3.180.172.878 > 1.519.544.615,numeric__3.180.172.878 > 1.519.544.615
- Giảm do thoái vốn tại công ty con,- Giảm do thoái vốn tại công ty con,- Giảm do thoái vốn tại công ty con,(36.990.595),-36990595.0
Số cuối năm,Số cuối năm,Số cuối năm,4.662.726.898,4662726898.0
