row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng cho các dự án,Ngắn hạn > Chi phí bán hàng cho các dự án,Chi phí bán hàng cho các dự án,973.276.920,4.139.445.104,973276920.0,4139445104.0
"Chi phí truyền thông, tư vấn","Ngắn hạn > Chi phí truyền thông, tư vấn","Chi phí truyền thông, tư vấn",2.596.179.960,657.341.446,2596179960.0,657341446.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",158.645.902,121.189.047,158645902.0,121189047.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,529.613.635,2.874.862.118,529613635.0,2874862118.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.257.716.417,7.792.837.715,4257716417.0,7792837715.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Khách sạn","Công cụ, dụng cụ phục vụ Khách sạn","Công cụ, dụng cụ phục vụ Khách sạn",,,,
Oakwood Residence Hà Nội (i),"Công cụ, dụng cụ phục vụ Khách sạn > Oakwood Residence Hà Nội (i)",Oakwood Residence Hà Nội (i),32.861.194.132,51.598.490.592,32861194132.0,51598490592.0
Chi phí cải tạo sửa chữa vấn phòng,"Công cụ, dụng cụ phục vụ Khách sạn > Chi phí cải tạo sửa chữa vấn phòng",Chi phí cải tạo sửa chữa vấn phòng,862.956.456,951.061.149,862956456.0,951061149.0
"Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ phục vụ Khách sạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",689.110.008,1.149.140.999,689110008.0,1149140999.0
Chi phí trả trước dài hạn khác,"Công cụ, dụng cụ phục vụ Khách sạn > Chi phí trả trước dài hạn khác",Chi phí trả trước dài hạn khác,3.928.651.561,6.096.809.853,3928651561.0,6096809853.0
TỔNG CỘNG,"Công cụ, dụng cụ phục vụ Khách sạn > TỔNG CỘNG",TỔNG CỘNG,38.341.912.157,59.795.502.593,38341912157.0,59795502593.0
