row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2017 VND,1/1/2017 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2017 VND,numeric__1/1/2017 VND
Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,Trái phiếu phát hành theo mệnh giá,,,,,
Lô 1,Trái phiếu phát hành theo mệnh giá > Lô 1,Lô 1,VND,(*),2020,-,200.000.000.000,,,2020.0,,200000000000.0
Lô 2,Trái phiếu phát hành theo mệnh giá > Lô 2,Lô 2,VND,(*),2020,-,400.000.000.000,,,2020.0,,400000000000.0
,,,,,,-,600.000.000.000,,,,,600000000000.0
Chi phí phát hành trái phiếu,Trái phiếu phát hành theo mệnh giá > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,(5.067.500.000),,,,,-5067500000.0
,,,,,,-,594.932.500.000,,,,,594932500000.0
