row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017 VND > -,Số phải nộp trong năm VND > 69.741.806.429,Số đã nộp/ bù trừ trong năm VND > (67.507.407.026),31/12/2017 VND > 2.234.399.403,numeric__1/1/2017 VND > -,numeric__Số phải nộp trong năm VND > 69.741.806.429,numeric__Số đã nộp/ bù trừ trong năm VND > (67.507.407.026),numeric__31/12/2017 VND > 2.234.399.403
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,25.533.463.400,(8.002.455.986),17.531.007.414,,25533463400.0,-8002455986.0,17531007414.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,179.693.733,6.708.618.724,(6.330.789.067),557.523.390,179693733.0,6708618724.0,-6330789067.0,557523390.0
Thuế khác,Thuế khác,Thuế khác,-,326.762.466,(325.762.466),1.000.000,,326762466.0,-325762466.0,1000000.0
,,,179.693.733,102.310.651.019,(82.166.414.545),20.323.930.207,179693733.0,102310651019.0,-82166414545.0,20323930207.0
