row_label_raw,row_label_full,col_0,Chức vụ,Năm 2024,Năm 2023,numeric__Chức vụ,numeric__Năm 2024,numeric__Năm 2023
"Thu nhập, thù lao","Thu nhập, thù lao","Thu nhập, thù lao","Thu nhập, thù lao",VND,VND,,,
Ông Nguyễn An Định,"Thu nhập, thù lao > Ông Nguyễn An Định",Ông Nguyễn An Định,Chủ tịch HĐQT (Từ ngày 01/03/2024)Thành viên HĐQT kiểm Tổng Giám đốc (Đến ngày 29/02/2024),1.220.111.111,1.161.476.570,,1220111111.0,1161476570.0
Ông Trần Hồng Khôi,"Thu nhập, thù lao > Ông Trần Hồng Khôi",Ông Trần Hồng Khôi,Thành viên HĐQT,140.111.111,321.476.570,,140111111.0,321476570.0
Ông Trần Việt Anh,"Thu nhập, thù lao > Ông Trần Việt Anh",Ông Trần Việt Anh,Thành viên HĐQT,140.111.111,321.476.570,,140111111.0,321476570.0
Ông Nguyễn Văn Thiên,"Thu nhập, thù lao > Ông Nguyễn Văn Thiên",Ông Nguyễn Văn Thiên,Thành viên HĐQT,140.111.111,321.476.570,,140111111.0,321476570.0
Ông Mai Hữu Tín,"Thu nhập, thù lao > Ông Mai Hữu Tín",Ông Mai Hữu Tín,Thành viên HĐQT,140.111.111,321.476.570,,140111111.0,321476570.0
Ông Lê Trọng Nghĩa,"Thu nhập, thù lao > Ông Lê Trọng Nghĩa",Ông Lê Trọng Nghĩa,Thành viên HĐQT Tổng Giám đốc (Từ ngày 01/03/2024)Phó Tổng Giám đốc (Đến ngày 29/02/2024),980.111.111,945.476.570,,980111111.0,945476570.0
Ông Võ Hồng Cường,"Thu nhập, thù lao > Ông Võ Hồng Cường",Ông Võ Hồng Cường,Thành viên HĐQT (đã miễn nhiệm),-,138.037.681,,,138037681.0
Ông Nguyễn Ngọc Trường Long,"Thu nhập, thù lao > Ông Nguyễn Ngọc Trường Long",Ông Nguyễn Ngọc Trường Long,Trưởng Ban kiểm soát (Từ ngày 29/04/2024)Thành viên Ban kiểm soát (Đến ngày 28/04/2024),140.111.111,259.148.504,,140111111.0,259148504.0
Ông Lê Văn Minh,"Thu nhập, thù lao > Ông Lê Văn Minh",Ông Lê Văn Minh,Thành viên Ban kiểm soát,140.111.111,309.483.150,,140111111.0,309483150.0
Ông Cao Hoàng Đề,"Thu nhập, thù lao > Ông Cao Hoàng Đề",Ông Cao Hoàng Đề,Thành viên Ban kiểm soát,140.111.111,259.148.504,,140111111.0,259148504.0
Bà Nguyễn Thị Kim Phượng,"Thu nhập, thù lao > Bà Nguyễn Thị Kim Phượng",Bà Nguyễn Thị Kim Phượng,Kế toán trưởng,672.000.000,488.400.000,,672000000.0,488400000.0
