row_label_raw,row_label_full,col_0,Tỷ lệ,Cuối năm,Tỷ lệ_1,Đau nam,numeric__Tỷ lệ,numeric__Cuối năm,numeric__Tỷ lệ_1,numeric__Đau nam
,,,%,VND,%,VND,,,,
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,"60,98",1.829.274.000.000,"60,98",1.829.274.000.000,60.98,1829274000000.0,60.98,1829274000000.0
- Công ty Cổ phần SAM Holdings,- Công ty Cổ phần SAM Holdings,- Công ty Cổ phần SAM Holdings,"8,00",240.000.000.000,"8,00",240.000.000.000,8.0,240000000000.0,8.0,240000000000.0
- Công ty Cổ phần Đầu tư U&I,- Công ty Cổ phần Đầu tư U&I,- Công ty Cổ phần Đầu tư U&I,"6,00",180.000.000.000,"6,00",180.000.000.000,6.0,180000000000.0,6.0,180000000000.0
- Bà Trần Thị Thu Hà,- Bà Trần Thị Thu Hà,- Bà Trần Thị Thu Hà,"5,00",150.000.000.000,"5,00",150.000.000.000,5.0,150000000000.0,5.0,150000000000.0
- Cổ đông khác,- Cổ đông khác,- Cổ đông khác,"20,02",600.726.000.000,"20,02",600.726.000.000,20.02,600726000000.0,20.02,600726000000.0
,,,100,3.000.000.000.000,100,3.000.000.000.000,100.0,3000000000000.0,100.0,3000000000000.0
