row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,1.694.485.715,2.331.000.000,,23.0,1694485715.0,2331000000.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.694.485.715,2.331.000.000,,,1694485715.0,2331000000.0
11,02 > 11,11,4. Giá vốn hàng bán,24,310.531.534,421.263.408,,24.0,310531534.0,421263408.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.383.954.181,1.909.736.592,,,1383954181.0,1909736592.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,25,160.567.505.529,269.720.584.522,,25.0,160567505529.0,269720584522.0
22,02 > 22,22,7. Chi phí tài chính,26,(31.878.015.694),46.721.388.216,,26.0,-31878015694.0,46721388216.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,15.984.835.453,15.275.232.136,,,15984835453.0,15275232136.0
25,25,25,8. Chi phí bán hàng,,-,-,,,,
26,25 > 26,26,9. Chi phí quản lý doanh nghiệp,27,144.295.009.613,172.855.062.109,,27.0,144295009613.0,172855062109.0
30,25 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,49.534.465.791,52.053.870.789,,,49534465791.0,52053870789.0
31,25 > 31,31,11. Thu nhập khác,28,3.726.443.820,1.223.849.837,,28.0,3726443820.0,1223849837.0
32,25 > 32,32,12. Chi phí khác,29,1.547.286.178,207.288.654,,29.0,1547286178.0,207288654.0
40,25 > 40,40,13. Lợi nhuận khác,,2.179.157.642,1.016.561.183,,,2179157642.0,1016561183.0
50,25 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,51.713.623.433,53.070.431.972,,,51713623433.0,53070431972.0
51,25 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,30,-,-,,30.0,,
60,25 > 60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,51.713.623.433,53.070.431.972,,,51713623433.0,53070431972.0
