row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,2.102.418.163,2.102.418.163,2.557.012.169,2.557.012.169,2102418163.0,2102418163.0,2557012169.0,2557012169.0
- Công ty TNHH Một Thành Viên Đầu Tư và Quản Lý Dự Án Bình Dương,- Công ty TNHH Một Thành Viên Đầu Tư và Quản Lý Dự Án Bình Dương,- Công ty TNHH Một Thành Viên Đầu Tư và Quản Lý Dự Án Bình Dương,1.867.850.023,1.867.850.023,1.534.244.371,1.534.244.371,1867850023.0,1867850023.0,1534244371.0,1534244371.0
- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,165.890.380,165.890.380,891.868.684,891.868.684,165890380.0,165890380.0,891868684.0,891868684.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,57.317.760,57.317.760,-,-,57317760.0,57317760.0,,
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,11.360.000,11.360.000,22.660.000,22.660.000,11360000.0,11360000.0,22660000.0,22660000.0
- Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,-,-,108.239.114,108.239.114,,,108239114.0,108239114.0
Bên khác,Bên khác,Bên khác,526.774.912,526.774.912,338.636.182,338.636.182,526774912.0,526774912.0,338636182.0,338636182.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,526.774.912,526.774.912,338.636.182,338.636.182,526774912.0,526774912.0,338636182.0,338636182.0
,,,2.629.193.075,2.629.193.075,2.895.648.351,2.895.648.351,2629193075.0,2629193075.0,2895648351.0,2895648351.0
