row_label_raw,row_label_full,col_0,col_1,31/12/2024,01/01/2024,numeric__col_1,numeric__31/12/2024,numeric__01/01/2024
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Công cụ dụng cụ chờ phân bổ,15.492.051,14.239.699,,15492051.0,14239699.0
a),a) > a),a),- Chi phí sửa chữa,109.002.067,24.166.677,,109002067.0,24166677.0
a),a) > a),a),,124.494.118,38.406.376,,124494118.0,38406376.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Công cụ dụng cụ chờ phân bổ,147.805.667,261.650.940,,147805667.0,261650940.0
b),b) > b),b),- Chi phí sửa chữa tài sản và lắp đặt nội thất văn phòng,3.081.135.165,6.060.470.913,,3081135165.0,6060470913.0
b),b) > b),b),- Chi phí thể hội viên sân golf Phú Mỹ,1.678.962.075,1.731.843.015,,1678962075.0,1731843015.0
b),b) > b),b),- Giá trị lợi thế kinh doanh (*),73.991.096.966,93.293.078.186,,73991096966.0,93293078186.0
b),b) > b),b),,78.898.999.873,101.347.043.054,,78898999873.0,101347043054.0
