row_label_raw,row_label_full,Cổ đông,USD,VND,Phương thức góp vốn,Phương thức góp vốn_1,numeric__USD,numeric__VND,numeric__Phương thức góp vốn,numeric__Phương thức góp vốn_1
Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - TNHH MTV,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - TNHH MTV,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - TNHH MTV,9.000.000,144.000.000.000,Quyền sử dụng đất,(1),9000000.0,144000000000.0,,-1.0
IC Corporation,IC Corporation,IC Corporation,6.300.000,100.800.000.000,Tiền mặt,(2),6300000.0,100800000000.0,,-2.0
K Source Solutions,K Source Solutions,K Source Solutions,14.700.000,235.200.000.000,Tiền mặt,(2),14700000.0,235200000000.0,,-2.0
Cộng,Cộng,Cộng,30.000.000,480.000.000.000,,,30000000.0,480000000000.0,,
