row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,597.938.149.869,800.284.185.255,,,597938149869.0,800284185255.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,49.029.816.511,204.308.502.152,,3.0,49029816511.0,204308502152.0
111,111,111,1. Tiền,,14.029.816.511,49.308.502.152,,,14029816511.0,49308502152.0
112,112,112,2. Các khoản tương đương tiền,,35.000.000.000,155.000.000.000,,,35000000000.0,155000000000.0
130,130,130,II. Các khoản phải thu ngắn hạn,,392.037.546.259,439.464.116.950,,,392037546259.0,439464116950.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,2.827.293.650,2.507.593.650,,5.0,2827293650.0,2507593650.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,12.358.810.487,10.901.763.297,,6.0,12358810487.0,10901763297.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,107.347.102.061,148.547.102.061,,7.0,107347102061.0,148547102061.0
136,136,136,4. Phải thu ngắn hạn khác,08,335.666.940.038,336.158.313.043,,8.0,335666940038.0,336158313043.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(66.162.599.977),(58.650.655.101),,,-66162599977.0,-58650655101.0
140,140,140,III. Hàng tồn kho,10,124.342.773.798,124.792.748.306,,10.0,124342773798.0,124792748306.0
141,141,141,1. Hàng tồn kho,,162.142.000.096,162.591.974.604,,,162142000096.0,162591974604.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(37.799.226.298),(37.799.226.298),,,-37799226298.0,-37799226298.0
150,150,150,IV. Tài sản ngắn hạn khác,,32.528.013.301,31.718.817.847,,,32528013301.0,31718817847.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,124.494.118,38.406.376,,12.0,124494118.0,38406376.0
152,152,152,2. Thuế GTGT được khấu trừ,,14.405.896.891,13.682.789.179,,,14405896891.0,13682789179.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,17.997.622.292,17.997.622.292,,18.0,17997622292.0,17997622292.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.809.911.870.951,3.853.425.941.523,,,3809911870951.0,3853425941523.0
210,210,210,I. Các khoản phải thu dài hạn,,900.782.078.315,971.463.728.412,,,900782078315.0,971463728412.0
211,211,211,1. Phải thu dài hạn của khách hàng,05,60.000.000.000,60.000.000.000,,5.0,60000000000.0,60000000000.0
215,215,215,2. Phải thu về cho vay dài hạn,07,9.896.049.652,9.896.049.652,,7.0,9896049652.0,9896049652.0
216,216,216,3. Phải thu dài hạn khác,08,972.249.328.857,972.249.328.857,,8.0,972249328857.0,972249328857.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,,(141.363.300.194),(70.681.650.097),,,-141363300194.0,-70681650097.0
220,220,220,II. Tài sản cố định,,3.188.871.159,6.063.724.137,,,3188871159.0,6063724137.0
221,221,221,1. Tài sản cố định hữu hình,13,3.081.846.073,5.916.658.423,,13.0,3081846073.0,5916658423.0
222,222,222,- Nguyên giá,,8.974.081.087,27.548.558.098,,,8974081087.0,27548558098.0
223,223,223,- Giá trị hao mòn lũy kế,,(5.892.235.014),(21.631.899.675),,,-5892235014.0,-21631899675.0
227,227,227,2. Tài sản cố định vô hình,14,107.025.086,147.065.714,,14.0,107025086.0,147065714.0
228,228,228,- Nguyên giá,,456.475.237,456.475.237,,,456475237.0,456475237.0
229,229,229,- Giá trị hao mòn lũy kế,,(349.450.151),(309.409.523),,,-349450151.0,-309409523.0
230,230,230,III. Bất động sản đầu tư,15,78.000.000.000,78.000.000.000,,15.0,78000000000.0,78000000000.0
231,231,231,- Nguyên giá,,78.000.000.000,78.000.000.000,,,78000000000.0,78000000000.0
232,232,232,- Giá trị hao mòn lũy kế,,-,-,,,,
240,232 > 240,240,IV. Tài sản dở dang dài hạn,,123.267.001.962,122.420.250.086,,,123267001962.0,122420250086.0
242,232 > 242,242,1. Chi phí xây dựng cơ bản dở dang,11,123.267.001.962,122.420.250.086,,11.0,123267001962.0,122420250086.0
250,232 > 250,250,V. Đầu tư tài chính dài hạn,04,2.625.774.919.642,2.574.131.195.834,,4.0,2625774919642.0,2574131195834.0
251,232 > 251,251,1. Đầu tư vào công ty con,,1.983.268.790.753,1.983.268.790.753,,,1983268790753.0,1983268790753.0
252,232 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,1.153.336.427.266,1.153.336.427.266,,,1153336427266.0,1153336427266.0
253,232 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,505.000.000,505.000.000,,,505000000.0,505000000.0
254,232 > 254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(511.335.298.377),(562.979.022.185),,,-511335298377.0,-562979022185.0
260,232 > 260,260,VI. Tài sản dài hạn khác,,78.898.999.873,101.347.043.054,,,78898999873.0,101347043054.0
261,232 > 261,261,1. Chi phí trả trước dài hạn,12,78.898.999.873,101.347.043.054,,12.0,78898999873.0,101347043054.0
270,232 > 270,270,TỔNG CỘNG TÀI SẢN,,4.407.850.020.820,4.653.710.126.778,,,4407850020820.0,4653710126778.0
