row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Dự phòngVND,01/01/2024 > Giá trịVND,01/01/2024 > Dự phòngVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Dự phòngVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu về tạm ứng,a.1) Chi tiết theo nội dung > - Phải thu về tạm ứng,- Phải thu về tạm ứng,12.543.864.003,-,12.422.015.831,-,12543864003.0,,12422015831.0,
- Phải thu lãi cho vay,a.1) Chi tiết theo nội dung > - Phải thu lãi cho vay,- Phải thu lãi cho vay,172.913.753.054,(28.602.365.709),172.913.753.054,(24.084.730.833),172913753054.0,-28602365709.0,172913753054.0,-24084730833.0
- Phải thu lãi tiền gửi,a.1) Chi tiết theo nội dung > - Phải thu lãi tiền gửi,- Phải thu lãi tiền gửi,34.219.179,-,320.164.383,-,34219179.0,,320164383.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),a.1) Chi tiết theo nội dung > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (1),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu tiền chi hộ,a.1) Chi tiết theo nội dung > - Phải thu tiền chi hộ,- Phải thu tiền chi hộ,1.121.280.736,-,922.324.747,-,1121280736.0,,922324747.0,
- Phải thu tiền hoàn thuế do hủy hợp đồng (2),a.1) Chi tiết theo nội dung > - Phải thu tiền hoàn thuế do hủy hợp đồng (2),- Phải thu tiền hoàn thuế do hủy hợp đồng (2),61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,52.798.238,-,579.030.200,-,52798238.0,,579030200.0,
,,,335.666.940.038,(28.602.365.709),336.158.313.043,(24.084.730.833),335666940038.0,-28602365709.0,336158313043.0,-24084730833.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
Bên liên quan,a.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,173.786.402.790,(28.602.365.709),173.587.446.801,(24.084.730.833),173786402790.0,-28602365709.0,173587446801.0,-24084730833.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,a.2) Chi tiết theo đối tượng > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,872.649.736,-,673.693.747,-,872649736.0,,673693747.0,
- Công ty CP Đầu tư & Phát triển Tân Thành,a.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,172.913.753.054,(28.602.365.709),172.913.753.054,(24.084.730.833),172913753054.0,-28602365709.0,172913753054.0,-24084730833.0
+ Tiền lãi cho vay ngắn hạn,a.2) Chi tiết theo đối tượng > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,57.029.572.232,(28.602.365.709),57.029.572.232,(24.084.730.833),57029572232.0,-28602365709.0,57029572232.0,-24084730833.0
+ Tiền lãi bổ sung theo thỏa thuận (3),a.2) Chi tiết theo đối tượng > + Tiền lãi bổ sung theo thỏa thuận (3),+ Tiền lãi bổ sung theo thỏa thuận (3),115.884.180.822,-,115.884.180.822,-,115884180822.0,,115884180822.0,
Bên khác,a.2) Chi tiết theo đối tượng > Bên khác,Bên khác,161.880.537.248,-,162.570.866.242,-,161880537248.0,,162570866242.0,
- Công ty TNHH Đầu tư - Xây dựng Tân Phú (1),a.2) Chi tiết theo đối tượng > - Công ty TNHH Đầu tư - Xây dựng Tân Phú (1),- Công ty TNHH Đầu tư - Xây dựng Tân Phú (1),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Cục thuế tỉnh Bình Dương,a.2) Chi tiết theo đối tượng > - Cục thuế tỉnh Bình Dương,- Cục thuế tỉnh Bình Dương,61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Các đối tượng khác,a.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,12.879.512.420,-,13.569.841.414,-,12879512420.0,,13569841414.0,
