row_label_raw,row_label_full,Giá trị hợp lýthông quaBCKQHĐKDTriệu VND,Giữ đến ngàyđáo hạnTriệu VND,Cho vayvà phải thuTriệu VND,Sản sàng đểbánTriệu VND,Hạch toán theogiá trị phân bổTriệu VND,Tổng cộnggiá trị ghi sốTriệu VND,Giá trị hợp lýTriệu VND,numeric__Giữ đến ngàyđáo hạnTriệu VND,numeric__Cho vayvà phải thuTriệu VND,numeric__Sản sàng đểbánTriệu VND,numeric__Hạch toán theogiá trị phân bổTriệu VND,numeric__Tổng cộnggiá trị ghi sốTriệu VND,numeric__Giá trị hợp lýTriệu VND
1.868.266,1.868.266,1.868.266,,-,-,-,1.868.266,1.868.266,,,,,1868266.0,1868266.0
1.868.266,1.868.266,1.868.266,-,1.545.216,-,-,1.545.216,1.545.216,,1545216.0,,,1545216.0,1545216.0
164.014,164.014,164.014,,7.672.991,-,-,7.672.991,(*),,7672991.0,,,7672991.0,
164.014,164.014,164.014,-,-,-,-,164.014,(*),,,,,164014.0,
164.014,164.014,164.014,-,35.065.076,-,-,35.065.076,(*),,35065076.0,,,35065076.0,
164.014,164.014,164.014,-,89.262,-,-,89.262,(*),,89262.0,,,89262.0,
164.014,164.014,164.014,-,-,24.513.951,-,33.387.620,(*),,,24513951.0,,33387620.0,
164.014,164.014,164.014,-,-,451,-,451,(*),,,451.0,,451.0,
164.014,164.014,164.014,-,12.113.499,-,-,12.113.499,(*),,12113499.0,,,12113499.0,
2.032.280,2.032.280,2.032.280,8.873.669,56.486.044,24.514.402,-,91.906.395,,8873669.0,56486044.0,24514402.0,,91906395.0,
51.505,51.505,51.505,,-,-,4.386.050,4.386.050,(*),,,,4386050.0,4386050.0,
51.505,51.505,51.505,-,-,-,11.040.942,11.040.942,(*),,,,11040942.0,11040942.0,
51.505,51.505,51.505,-,-,-,57.665.951,57.665.951,(*),,,,57665951.0,57665951.0,
51.505,51.505,51.505,-,-,-,-,51.505,(*),,,,,51505.0,
51.505,51.505,51.505,-,-,-,3.378.047,3.378.047,(*),,,,3378047.0,3378047.0,
51.505,51.505,51.505,-,-,-,1.979.932,1.979.932,(*),,,,1979932.0,1979932.0,
51.505,51.505,51.505,,-,-,78.450.922,78.502.427,,,,,78450922.0,78502427.0,
