row_label_raw,row_label_full,col_0,Thuyết minh,2016Triệu VND,2015Triệu VND,numeric__Thuyết minh,numeric__2016Triệu VND,numeric__2015Triệu VND
Trích lập dự phòng cụ thể tiền gửi và cho vay các TCTD khác,Trích lập dự phòng cụ thể tiền gửi và cho vay các TCTD khác,Trích lập dự phòng cụ thể tiền gửi và cho vay các TCTD khác,6,570,2.135,6.0,570.0,2135.0
Biến động dự phòng cho vay khách hàng Trích lập/(hoàn nhập) dự phòng chung,Biến động dự phòng cho vay khách hàng Trích lập/(hoàn nhập) dự phòng chung,Biến động dự phòng cho vay khách hàng Trích lập/(hoàn nhập) dự phòng chung,9,84.845,(58.651),9.0,84845.0,-58651.0
Trích lập dự phòng cụ thể,Trích lập dự phòng cụ thể,Trích lập dự phòng cụ thể,9,402.155,381.038,9.0,402155.0,381038.0
Biến động dự phòng mua bán nợ Hoàn nhập dự phòng chung,Biến động dự phòng mua bán nợ Hoàn nhập dự phòng chung,Biến động dự phòng mua bán nợ Hoàn nhập dự phòng chung,10,(819),(11.345),10.0,-819.0,-11345.0
(Hoàn nhập)/trích lập dự phòng cụ thể,(Hoàn nhập)/trích lập dự phòng cụ thể,(Hoàn nhập)/trích lập dự phòng cụ thể,10,(5.851),2.761,10.0,-5851.0,2761.0
Trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,Trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,Trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,11,1.097.766,252.626,11.0,1097766.0,252626.0
Biến động dự phòng rủi ro cho số tiền chưa thu được của nợ đã bán Trích lập/(hoàn nhập) dự phòng chung,Biến động dự phòng rủi ro cho số tiền chưa thu được của nợ đã bán Trích lập/(hoàn nhập) dự phòng chung,Biến động dự phòng rủi ro cho số tiền chưa thu được của nợ đã bán Trích lập/(hoàn nhập) dự phòng chung,16,22.754,(7.370),16.0,22754.0,-7370.0
Trích lập/(hoàn nhập) dự phòng cụ thể,Trích lập/(hoàn nhập) dự phòng cụ thể,Trích lập/(hoàn nhập) dự phòng cụ thể,16,141.966,(19.857),16.0,141966.0,-19857.0
Hoàn nhập dự phòng chung cho cam kết ngoại bảng,Hoàn nhập dự phòng chung cho cam kết ngoại bảng,Hoàn nhập dự phòng chung cho cam kết ngoại bảng,,-,(4.623),,,-4623.0
,,,,1.743.386,536.714,,1743386.0,536714.0
