row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,numeric__VND tăng giá 1%so với USD và EURTriệu VND,numeric__VND giảm giá 1%so với USD và EURTriệu VND
USD,USD,USD,(708),708,-708.0,708.0
EUR,EUR,EUR,608,(608),608.0,-608.0
,,,(100),100,-100.0,100.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,
Loại tiền tệ,Loại tiền tệ,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,,
USD,Loại tiền tệ > USD,USD,5.810,(5.810),5810.0,-5810.0
UR,Loại tiền tệ > UR,UR,971,(971),971.0,-971.0
,,,6.781,(6.781),6781.0,-6781.0
