row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,169.073,164.821,169073.0,164821.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Thu nhập không chịu thuế,Điều chỉnh cho các khoản > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(64.583),(72.188),-64583.0,-72188.0
Chi phí không được khấu trừ thuế,Điều chỉnh cho các khoản > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,13.459,158,13459.0,158.0
Lợi nhuận trước thuế của MDB khi sáp nhập,Điều chỉnh cho các khoản > Lợi nhuận trước thuế của MDB khi sáp nhập,Lợi nhuận trước thuế của MDB khi sáp nhập,-,(191.833),,-191833.0
Thu nhập chịu thuế thu nhập doanh nghiệp (“TNDN”),Điều chỉnh cho các khoản > Thu nhập chịu thuế thu nhập doanh nghiệp (“TNDN”),Thu nhập chịu thuế thu nhập doanh nghiệp (“TNDN”),117.949,(99.042),117949.0,-99042.0
Thu nhập từ chuyển nhượng bất động sản,Điều chỉnh cho các khoản > Thu nhập từ chuyển nhượng bất động sản,Thu nhập từ chuyển nhượng bất động sản,118.286,-,118286.0,
Lỗ từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lỗ từ hoạt động kinh doanh,Lỗ từ hoạt động kinh doanh,(337),(99.042),-337.0,-99042.0
Chi phí thuế TNDN từ hoạt động kinh doanh,Chi phí thuế TNDN từ hoạt động kinh doanh,Chi phí thuế TNDN từ hoạt động kinh doanh,-,-,,
Chi phí thuế TNDN từ chuyển nhượng bất động sản,Chi phí thuế TNDN từ hoạt động kinh doanh > Chi phí thuế TNDN từ chuyển nhượng bất động sản,Chi phí thuế TNDN từ chuyển nhượng bất động sản,23.657,-,23657.0,
Chi phí thuế TNDN của MDB,Chi phí thuế TNDN từ hoạt động kinh doanh > Chi phí thuế TNDN của MDB,Chi phí thuế TNDN của MDB,-,42.196,,42196.0
Chi phí thuế thu nhập hiện hành,Chi phí thuế TNDN từ hoạt động kinh doanh > Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,23.657,42.196,23657.0,42196.0
