row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2016,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày31/12/2016(Triệu VND),numeric__Mức tănglãi suất31/12/2016,numeric__Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày31/12/2016(Triệu VND)
VND,VND,VND,"1,00%",(114.765),0.01,-114765.0
USD,USD,USD,"0,25%",(2.609),0.0025,-2609.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,
Loại tiền,Loại tiền,Loại tiền,Mức tănglãi suất31/12/2015,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuếcho năm kết thúc ngày31/12/2015(Triệu VND),,
VND,Loại tiền > VND,VND,"1,00%",(107.170),0.01,-107170.0
USD,Loại tiền > USD,USD,"0,25%",(10.076),0.0025,-10076.0
