row_label_raw,row_label_full,Giá trị hợp lýthông quaBCKQHĐKDTriệu VND,Giữ đến ngàydảo hạnTriệu VND,Cho vayvà phải thuTriệu VND,Sẵn sàng đểbảnTriệu VND,Hạch toán theogiá trị phân bổTriệu VND,Tổng cộnggiá trị ghi sốTriệu VND,Giá trị hợp lýTriệu VND,numeric__Giữ đến ngàydảo hạnTriệu VND,numeric__Cho vayvà phải thuTriệu VND,numeric__Sẵn sàng đểbảnTriệu VND,numeric__Hạch toán theogiá trị phân bổTriệu VND,numeric__Tổng cộnggiá trị ghi sốTriệu VND,numeric__Giá trị hợp lýTriệu VND
-,-,-,-,-,-,1.529.016,1.529.016,1.529.016,,,,1529016.0,1529016.0,1529016.0
-,-,-,-,-,-,2.211.990,2.211.990,2.211.990(*),,,,2211990.0,2211990.0,
-,-,-,-,11.528.783,-,-,11.528.783,,,11528783.0,,,11528783.0,
196.922,196.922,196.922,-,-,-,-,196.922,(*),,,,,196922.0,
-,-,-,-,28.023.905,-,-,28.023.905,(*),,28023905.0,,,28023905.0,
-,-,-,-,107.207,-,-,107.207,(*),,107207.0,,,107207.0,
-,-,-,10.282.951,-,39.887.071,-,50.170.022,(*),10282951.0,,39887071.0,,50170022.0,
-,-,-,-,-,451,-,451,(*),,,451.0,,451.0,
-,-,-,-,10.151.922,-,-,10.151.922,(*),,10151922.0,,,10151922.0,
196.922,196.922,196.922,10.282.951,49.811.817,39.887.522,3.741.006,103.920.218,,10282951.0,49811817.0,39887522.0,3741006.0,103920218.0,
-,-,-,-,-,-,5.027.470,5.027.470,(*),,,,5027470.0,5027470.0,
-,-,-,-,-,-,17.893.190,17.893.190,(*),,,,17893190.0,17893190.0,
-,-,-,-,-,-,62.623.660,62.623.660,(*),,,,62623660.0,62623660.0,
163.899,163.899,163.899,-,-,-,-,163.899,(*),,,,,163899.0,
-,-,-,-,-,-,137.000,137.000,(*),,,,137000.0,137000.0,
-,-,-,-,-,-,3.297.331,3.297.331,(*),,,,3297331.0,3297331.0,
-,-,-,-,-,-,1.973.430,1.973.430,(*),,,,1973430.0,1973430.0,
163.899,163.899,163.899,-,-,-,90.952.081,91.115.980,,,,,90952081.0,91115980.0,
