row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016(Triệu VND),Quá hạn dưới3 tháng,Quá hạn trên 3 tháng,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 12 tháng,Từ 1 năm đến5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn dưới3 tháng,numeric__Quá hạn trên 3 tháng,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 12 tháng,numeric__Từ 1 năm đến5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.868.266,-,-,-,-,1.868.266,,,1868266.0,,,,,1868266.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,1.545.216,-,-,-,-,1.545.216,,,1545216.0,,,,,1545216.0
Tiền gửi và cho vay các TCTD khác – gộp,Tài sản > Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,-,220.795,3.931.446,236.620,3.284.130,-,-,7.672.991,,220795.0,3931446.0,236620.0,3284130.0,,,7672991.0
Chứng khoán kinh doanh – gộp,Tài sản > Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,-,-,164.014,-,-,-,-,164.014,,,164014.0,,,,,164014.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,2.176.303,785.656,1.724.052,4.563.936,9.849.936,10.983.242,4.981.951,35.065.076,2176303.0,785656.0,1724052.0,4563936.0,9849936.0,10983242.0,4981951.0,35065076.0
Mua nợ – gộp,Tài sản > Mua nợ – gộp,Mua nợ – gộp,39.646,44.711,2.444,141,527,1.350,443,89.262,39646.0,44711.0,2444.0,141.0,527.0,1350.0,443.0,89262.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,-,2.135.428,172.771,324.732,23.617.369,7.137.320,33.387.620,,,2135428.0,172771.0,324732.0,23617369.0,7137320.0,33387620.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,797.527,797.527,,,,,,,797527.0,797527.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,627.672,627.672,,,,,,,627672.0,627672.0
Tài sản có khác – gộp,Tài sản > Tài sản có khác – gộp,Tài sản có khác – gộp,-,-,112.517,1.590.950,1.532.097,2.019.848,7.562.792,12.818.204,,,112517.0,1590950.0,1532097.0,2019848.0,7562792.0,12818204.0
,,,2.215.949,1.051.162,11.483.383,6.564.418,14.991.422,36.621.809,21.107.705,94.035.848,2215949.0,1051162.0,11483383.0,6564418.0,14991422.0,36621809.0,21107705.0,94035848.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Nợ phải trả NHNN và Chính phủ,Nợ phải trả > Nợ phải trả NHNN và Chính phủ,Nợ phải trả NHNN và Chính phủ,-,-,4.353.765,-,-,32.285,-,4.386.050,,,4353765.0,,,32285.0,,4386050.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,8.446.715,2.522.757,50.136,21.334,-,11.040.942,,,8446715.0,2522757.0,50136.0,21334.0,,11040942.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,21.843.757,11.957.880,21.894.628,1.969.652,34,57.665.951,,,21843757.0,11957880.0,21894628.0,1969652.0,34.0,57665951.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(13.729),64.918,316,-,-,51.505,,,-13729.0,64918.0,316.0,,,51505.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,159.431,1.168.818,49.798,2.000.000,3.378.047,,,,159431.0,1168818.0,49798.0,2000000.0,3378047.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.389.606,301.028,486.735,17.519,3,2.194.891,,,1389606.0,301028.0,486735.0,17519.0,3.0,2194891.0
,,,-,-,36.020.114,15.006.014,23.600.633,2.090.588,2.000.037,78.717.386,,,36020114.0,15006014.0,23600633.0,2090588.0,2000037.0,78717386.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,2.215.949,1.051.162,(24.536.731),(8.441.596),(8.609.211),34.531.221,19.107.668,15.318.462,2215949.0,1051162.0,-24536731.0,-8441596.0,-8609211.0,34531221.0,19107668.0,15318462.0
