row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > Dịch vụ thanh toán,Dịch vụ thanh toán,212.200,169.441,212200.0,169441.0
Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,2.476,864,2476.0,864.0
Thu từ nghiệp vụ ủy thác và đại lý,Thu nhập từ hoạt động dịch vụ > Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,10.566,3.147,10566.0,3147.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,21.860,13.005,21860.0,13005.0
,,,247.102,186.457,247102.0,186457.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
Dịch vụ thanh toán và ngân quỹ,Chi phí hoạt động dịch vụ > Dịch vụ thanh toán và ngân quỹ,Dịch vụ thanh toán và ngân quỹ,(100.747),(83.847),-100747.0,-83847.0
Dịch vụ khác,Chi phí hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,(53.473),(63.954),-53473.0,-63954.0
,,,(154.220),(147.801),-154220.0,-147801.0
Thu nhập thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Thu nhập thuần từ hoạt động dịch vụ,Thu nhập thuần từ hoạt động dịch vụ,92.882,38.656,92882.0,38656.0
