row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,935.736,"2,67%",344.803,"1,23%",935736.0,0.026699999999999998,344803.0,0.0123
Công ty TNHH Nhà nước,Cho vay các TCKT > Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,104.628,"0,30%",1.373.477,"4,90%",104628.0,0.003,1373477.0,0.049
Công ty TNHH Tư nhân,Cho vay các TCKT > Công ty TNHH Tư nhân,Công ty TNHH Tư nhân,6.624.599,"18,89%",5.174.214,"18,46%",6624599.0,0.1889,5174214.0,0.18460000000000001
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,29.392,"0,08%",726.416,"2,59%",29392.0,0.0008,726416.0,0.0259
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,16.141.583,"46,02%",12.563.967,"44,83%",16141583.0,0.46020000000000005,12563967.0,0.4483
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,204.252,"0,58%",216.984,"0,77%",204252.0,0.0058,216984.0,0.0077
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,163.455,"0,47%",65.591,"0,23%",163455.0,0.004699999999999999,65591.0,0.0023
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",10.861.431,"30,99%",7.558.453,"26,99%",10861431.0,0.3099,7558453.0,0.2699
,,,35.065.076,"100,00%",28.023.905,"100,00%",35065076.0,1.0,28023905.0,1.0
