row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(19.863),(16.500),,-19863.0,-16500.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",212.645,6.474,,212645.0,6474.0
03,03,03,Tiền thu đầu tư góp vốn vào đơn vị khác,-,(672.453),,,-672453.0
04,04,04,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",50.454,72.260,,50454.0,72260.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,243.236,(610.219),,243236.0,-610219.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
01,01,01,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(38),(72),,-38.0,-72.0
02,02,02,Tiền chi ra mua cổ phiếu quỹ,(155.750),(419),,-155750.0,-419.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(155.788),(491),,-155788.0,-491.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,282.297,(528.003),,282297.0,-528003.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU KỸ,6.965.130,7.493.133,,6965130.0,7493133.0
VI,VI,VI,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM CUỐI NĂM (Thuyết minh 33),7.247.427,6.965.130,,7247427.0,6965130.0
