row_label_raw,row_label_full,Dự án,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Dự án VinFast,Dự án VinFast,Dự án VinFast,26.503.211,9.373.606,26503211.0,9373606.0
Dự án Khu đô thị khu vực TP.HCM,Dự án Khu đô thị khu vực TP.HCM,Dự án Khu đô thị khu vực TP.HCM,13.470.476,12.360.561,13470476.0,12360561.0
Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,12.980.002,12.730.669,12980002.0,12730669.0
