row_label_raw,row_label_full,Số đầu năm,Đơn vị tính: triệu VND > Năm nay > 83.325.334,Đơn vị tính: triệu VND > Năm trước > 67.921.619,numeric__Đơn vị tính: triệu VND > Năm nay > 83.325.334,numeric__Đơn vị tính: triệu VND > Năm trước > 67.921.619
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,2.868.218,4.873,2868218.0,4873.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,69.286.389,35.381.916,69286389.0,35381916.0
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),(20.605.360),(9.369.091),-20605360.0,-9369091.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),(12.446.826),(5.248.059),-12446826.0,-5248059.0
Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),(2.662.101),(2.101.409),-2662101.0,-2101409.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(2.564.053),(1.797.017),-2564053.0,-1797017.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,(9.711.005),(281.416),-9711005.0,-281416.0
Khác,Khác,Khác,(1.782.586),(1.186.082),-1782586.0,-1186082.0
Số cuối năm,Số cuối năm,Số cuối năm,105.708.010,83.325.334,105708010.0,83325334.0
