row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng theo hợp đồng hợp tác đầu tư và kinh doanh (i),Ngắn hạn > Tạm ứng theo hợp đồng hợp tác đầu tư và kinh doanh (i),Tạm ứng theo hợp đồng hợp tác đầu tư và kinh doanh (i),34.332.810,-,34332810.0,
Tạm ứng tiền giải phóng mặt bằng,Ngắn hạn > Tạm ứng tiền giải phóng mặt bằng,Tạm ứng tiền giải phóng mặt bằng,14.127.114,697.593,14127114.0,697593.0
Phải thu hợp đồng xây dựng chuyển giao (ii),Ngắn hạn > Phải thu hợp đồng xây dựng chuyển giao (ii),Phải thu hợp đồng xây dựng chuyển giao (ii),2.055.560,2.624.279,2055560.0,2624279.0
"Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc, cho vay và lãi từ các hợp đồng, thỏa thuận khác","Ngắn hạn > Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc, cho vay và lãi từ các hợp đồng, thỏa thuận khác","Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc, cho vay và lãi từ các hợp đồng, thỏa thuận khác",1.124.269,5.442.647,1124269.0,5442647.0
Phải thu từ việc chi hộ,Ngắn hạn > Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,887.005,1.610.462,887005.0,1610462.0
"Đặt cọc, ký quỹ cho mục đích phát triển dự án","Ngắn hạn > Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án",661.539,992.972,661539.0,992972.0
Đặt cọc thuê mặt bằng kinh doanh,Ngắn hạn > Đặt cọc thuê mặt bằng kinh doanh,Đặt cọc thuê mặt bằng kinh doanh,536.998,356.733,536998.0,356733.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,2.139.075,4.926.367,2139075.0,4926367.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,55.864.370,16.651.053,55864370.0,16651053.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 37),Trong đó: > Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 37),Phải thu ngắn hạn khác từ bên liên quan(Thuyết minh số 37),77.389,383.580,77389.0,383580.0
Phải thu ngắn hạn khác từ các đối tác khác,Trong đó: > Phải thu ngắn hạn khác từ các đối tác khác,Phải thu ngắn hạn khác từ các đối tác khác,55.786.981,16.267.473,55786981.0,16267473.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Đặt cọc, ký quỹ cho mục đích phát triển dự án và thực hiện hợp đồng (iii)","Dài hạn > Đặt cọc, ký quỹ cho mục đích phát triển dự án và thực hiện hợp đồng (iii)","Đặt cọc, ký quỹ cho mục đích phát triển dự án và thực hiện hợp đồng (iii)",4.323.443,115.947,4323443.0,115947.0
"Phải thu từ việc chuyển giao hợp đồng mua, bán nợ","Dài hạn > Phải thu từ việc chuyển giao hợp đồng mua, bán nợ","Phải thu từ việc chuyển giao hợp đồng mua, bán nợ",821.600,-,821600.0,
Đặt cọc thuê mặt bằng kinh doanh,Dài hạn > Đặt cọc thuê mặt bằng kinh doanh,Đặt cọc thuê mặt bằng kinh doanh,362.084,22.937,362084.0,22937.0
Phải thu từ việc chi hộ,Dài hạn > Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,86.674,-,86674.0,
"Lãi phải thu từ cho vay, đặt cọc","Dài hạn > Lãi phải thu từ cho vay, đặt cọc","Lãi phải thu từ cho vay, đặt cọc",52.633,412,52633.0,412.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,75.717,4.411,75717.0,4411.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,5.722.151,143.707,5722151.0,143707.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu dài hạn khác từ bên liên quan(Thuyết minh số 37),Trong đó: > Phải thu dài hạn khác từ bên liên quan(Thuyết minh số 37),Phải thu dài hạn khác từ bên liên quan(Thuyết minh số 37),71.297,-,71297.0,
Phải thu dài hạn khác từ các đối tác khác,Trong đó: > Phải thu dài hạn khác từ các đối tác khác,Phải thu dài hạn khác từ các đối tác khác,5.650.854,143.707,5650854.0,143707.0
Dự phòng phải thu khó đòi,Trong đó: > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(241.091),(161.018),-241091.0,-161018.0
