row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ chuyển nhượng cổ phần và phần vốn góp,Ngắn hạn > Phải thu từ chuyển nhượng cổ phần và phần vốn góp,Phải thu từ chuyển nhượng cổ phần và phần vốn góp,11.011.100,2.738.816,11011100.0,2738816.0
Phải thu từ chuyển nhượng bất động sản,Ngắn hạn > Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,10.215.506,13.526.778,10215506.0,13526778.0
Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,Ngắn hạn > Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản đầu tư và cung cấp dịch vụ liên quan,822.799,902.945,822799.0,902945.0
Phải thu từ bán hàng sản xuất và các hoạt động liên quan,Ngắn hạn > Phải thu từ bán hàng sản xuất và các hoạt động liên quan,Phải thu từ bán hàng sản xuất và các hoạt động liên quan,794.842,594.408,794842.0,594408.0
Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,Ngắn hạn > Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,391.274,275.061,391274.0,275061.0
"Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Ngắn hạn > Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",210.650,119.740,210650.0,119740.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,1.830.116,1.847.051,1830116.0,1847051.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,25.276.287,20.004.799,25276287.0,20004799.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu từ bên liên quan(Thuyết minh số 37),Trong đó: > Phải thu từ bên liên quan(Thuyết minh số 37),Phải thu từ bên liên quan(Thuyết minh số 37),566.000,3.738.680,566000.0,3738680.0
Phải thu từ chuyển nhượng cổ phần cho đối tác số 1,Trong đó: > Phải thu từ chuyển nhượng cổ phần cho đối tác số 1,Phải thu từ chuyển nhượng cổ phần cho đối tác số 1,-,997.453,,997453.0
Phải thu từ chuyển nhượng cổ phần cho đối tác số 2,Trong đó: > Phải thu từ chuyển nhượng cổ phần cho đối tác số 2,Phải thu từ chuyển nhượng cổ phần cho đối tác số 2,3.549.703,-,3549703.0,
Phải thu ngắn hạn khách hàng khác,Trong đó: > Phải thu ngắn hạn khách hàng khác,Phải thu ngắn hạn khách hàng khác,21.160.584,15.268.666,21160584.0,15268666.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ các hợp đồng cho thuê tài chính pin xe điện,Dài hạn > Phải thu từ các hợp đồng cho thuê tài chính pin xe điện,Phải thu từ các hợp đồng cho thuê tài chính pin xe điện,82.062,-,82062.0,
Phải thu từ thanh lý tài sản xe xăng cho bên liên quan (Thuyết minh số 37),Dài hạn > Phải thu từ thanh lý tài sản xe xăng cho bên liên quan (Thuyết minh số 37),Phải thu từ thanh lý tài sản xe xăng cho bên liên quan (Thuyết minh số 37),1.642.446,-,1642446.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.724.508,-,1724508.0,
Dự phòng phải thu khó đòi,Dài hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(519.981),(240.482),-519981.0,-240482.0
