row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
64,64,64,Công ty TNHH Vingroup Global,Công ty Vingroup Global,"100,00","82,65","120 Lower Delta Road, #02-00,Cendex Centre, Singapore","Nhập khẩu phân phối hàng hóa, hợp tác nghiên cứu công nghệ",,,100.0,82.65,,
65,65,65,Công ty TNHH Vingroup Investment,Công ty Vingroup Investment,"90,15","74,50","120 Lower Delta Road, #02-05,Cendex Centre, Singapore",Nghiên cứu và phát triển thị trường,,,90.15,74.5,,
66,66,66,Công ty TNHH Vingroup USA,Công ty Vingroup USA,"100,00","51,63","333 W. San Carlos St., Suite 600, San Jose, CA 95110, USA","Nhập khẩu và phân phối thiết bị điện tử, viễn thông",,,100.0,51.63,,
67,67,67,Công ty TNHH VinFast Auto,Công ty VinFast Auto USA,"100,00","51,63","790 N. San Mateo Drive, San Mateo,CA 94401, USA",Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
68,68,68,Công ty TNHH VinFast USA Distribution,Công ty VinFast USA Distribution,"100,00","51,63","333 W. San Carlos Street, Suite 600,San Jose, USA",Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
69,69,69,Công ty TNHH VinFast Auto Canada,Công ty VinFast Canada,"100,00","51,63","Suite 2600, Three Bentall Centre 595 Burrard Street, P.O. Box 49314,Vancouver Bc V7X 1L3, Canada",Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
70,70,70,Công ty TNHH VinFast France,Công ty VinFast France,"100,00","51,63","72 rue du Faubourg Saint Honoré,Paris, 75008 France",Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
71,71,71,VinFast Netherlands B.V,Công ty VinFast Netherlands,"100,00","51,63","Vijzelstraat 68, 1017HL Amsterdam,Netherlands","Bán và sửa chữa xe, lắp đặt linh kiện xe hơi",,,100.0,51.63,,
72,72,72,Công ty TNHH Vinfast Auto Pte.Ltd. (tên trước đây là Công ty TNHH VinFast Trading & Investment),Công ty VinFast Auto,"51,52","51,52","120 Lower Delta Road #02-05,Cendex Centre, Singapore 169208","Dịch vụ tư vấn quản lý, dịch vụ tài chính khác",,,51.52,51.52,,
73,73,73,Công ty Cổ phần Giải pháp Năng lượng VinES,Công ty VinES,"51,00","51,00","Khu Kinh tế Đình Vũ – Cát Hải, Đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất pin và ắc quy,,,51.0,51.0,,
