row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,2.136.517,1.675.204,2136517.0,1675204.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn",814.192,896.437,814192.0,896437.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư",469.140,450.627,469140.0,450627.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,148.561,165.156,148561.0,165156.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,3.568.410,3.187.424,3568410.0,3187424.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thư, căn hộ khách sạn",2.072.650,2.836.386,2072650.0,2836386.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thư",691.057,1.013.423,691057.0,1013423.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,335.502,200.826,335502.0,200826.0
Doanh thu chưa thực hiện từ dịch vụ khác,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,552.143,297.774,552143.0,297774.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,3.651.352,4.348.409,3651352.0,4348409.0
