row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Phải thu từ cung cấp dịch vụ,162.253,324.079,,,162253.0,324079.0
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Chi phí từ thiện phát sinh trong năm,146.112,109.123,,,146112.0,109123.0
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Cùng chủ sở hữu,Phải thu từ tạm ứng,-,1.155.000,,,,1155000.0
"Công ty Cổ phần Phát triển Đầu tư Kinh doanh Bất động sản SV (""Công ty SV"")","Công ty Cổ phần Phát triển Đầu tư Kinh doanh Bất động sản SV (""Công ty SV"")","Công ty Cổ phần Phát triển Đầu tư Kinh doanh Bất động sản SV (""Công ty SV"")",Công ty cùng thành viên quản lý chủ chốt,Phải thu từ hoạt động chuyển nhượng bất động sản,-,6.377.153,,,,6377153.0
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Phải thu từ thanh lý tài sản xe xăng (Thuyết minh số 1),28.999.001,-,,,28999001.0,
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Phải trả liên quan đến nhận chuyển nhượng cổ phần (Thuyết minh số 29.1(ii)),24.429.340,447.391,,,24429340.0,447391.0
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Cán trừ công nợ phải thu từ thanh lý tài sản xe xăng và phải trả liên quan đến nhận chuyển nhượng cổ phần,(24.208.340),-,,,-24208340.0,
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Cán trừ công nợ phải thu từ thanh lý tài sản xe xăng và phải trả liên quan đến thuê tài sản xe xăng,(1.148.215),-,,,-1148215.0,
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Thu tiền từ thanh lý tài sản xe xăng,2.000.000,-,,,2000000.0,
Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Tập đoàn Đầu tư Việt Nam,Cùng chủ sở hữu,Phải trả liên quan đến thuê tài sản xe xăng,1.148.215,-,,,1148215.0,
