row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND Số đầu năm > Giá gốc,Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,Đơn vị tính: triệu VND Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND Số đầu năm > Dự phòng
Trái phiếu doanh nghiệp số 1,Trái phiếu doanh nghiệp số 1,Trái phiếu doanh nghiệp số 1,1.749.852,(*),-,-,-,-,1749852.0,,,,,
Trái phiếu doanh nghiệp số 2,Trái phiếu doanh nghiệp số 2,Trái phiếu doanh nghiệp số 2,291.752,(*),-,-,-,-,291752.0,,,,,
Trái phiếu doanh nghiệp số 3,Trái phiếu doanh nghiệp số 3,Trái phiếu doanh nghiệp số 3,250.148,(*),-,-,-,-,250148.0,,,,,
Trái phiếu doanh nghiệp số 4,Trái phiếu doanh nghiệp số 4,Trái phiếu doanh nghiệp số 4,-,-,-,2.965.643,(*),-,,,,2965643.0,,
Trái phiếu doanh nghiệp số 5,Trái phiếu doanh nghiệp số 5,Trái phiếu doanh nghiệp số 5,-,-,-,1.457.625,(*),-,,,,1457625.0,,
