row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,101.809.529,125.780.761,101809529.0,125780761.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,54.920.798,79.476.779,54920798.0,79476779.0
Doanh thu từ hoạt động sản xuất,Trong đó: > Doanh thu từ hoạt động sản xuất,Doanh thu từ hoạt động sản xuất,13.071.775,16.997.916,13071775.0,16997916.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,7.668.738,5.368.456,7668738.0,5368456.0
"Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Trong đó: > Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",6.725.194,3.244.226,6725194.0,3244226.0
"Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công","Trong đó: > Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công","Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công",4.863.354,6.880.412,4863354.0,6880412.0
Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,4.316.649,2.777.795,4316649.0,2777795.0
Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,3.765.599,2.252.456,3765599.0,2252456.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,6.477.422,8.782.721,6477422.0,8782721.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(15.947),(92.891),-15947.0,-92891.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,101.793.582,125.687.870,101793582.0,125687870.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,54.920.798,79.452.457,54920798.0,79452457.0
Doanh thu từ hoạt động sản xuất,Trong đó: > Doanh thu từ hoạt động sản xuất,Doanh thu từ hoạt động sản xuất,13.058.365,16.936.815,13058365.0,16936815.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,7.668.738,5.368.456,7668738.0,5368456.0
"Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Trong đó: > Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Doanh thu cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",6.724.495,3.242.759,6724495.0,3242759.0
"Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công","Trong đó: > Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công","Doanh thu từ cung cấp dịch vụ tổng thầu xây dựng, tư vấn thiết kế và giám sát thi công",4.863.354,6.880.412,4863354.0,6880412.0
Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ bệnh viện và các dịch vụ liên quan,4.316.649,2.777.795,4316649.0,2777795.0
Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Trong đó: > Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,Doanh thu cung cấp dịch vụ giáo dục và các dịch vụ liên quan,3.765.599,2.252.456,3765599.0,2252456.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,6.475.584,8.776.720,6475584.0,8776720.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với các bên khác,Trong đó: > Doanh thu đối với các bên khác,Doanh thu đối với các bên khác,101.335.299,118.388.144,101335299.0,118388144.0
Doanh thu đối với bên liên quan,Trong đó: > Doanh thu đối với bên liên quan,Doanh thu đối với bên liên quan,458.283,7.299.726,458283.0,7299726.0
