row_label_raw,row_label_full,col_0,Chức danh,Đơn vị tính: triệu VND > Năm Nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm Nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Tổng Giám đốc,11.640,11.145,,11640.0,11145.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,41.050,37.489,,41050.0,37489.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,52.690,48.634,,52690.0,48634.0
