row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,913.145.453.633,292.715.964.947,,,913145453633.0,292715964947.0
310,310,310,Nợ ngắn hạn,,152.478.012.298,291.680.903.316,,,152478012298.0,291680903316.0
311,311,311,Phải trả người bán ngắn hạn,10,5.242.957.082,12.374.909.657,,10.0,5242957082.0,12374909657.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.089.335.134,1.139.597.062,,,1089335134.0,1139597062.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,11(c),347.980.939,1.626.750.347,,,347980939.0,1626750347.0
314,314,314,Phải trả người lao động,,1.239.289.200,1.164.055.500,,,1239289200.0,1164055500.0
315,315,315,Chi phí phải trả ngắn hạn,12(a),10.965.675.795,4.199.097.000,,,10965675795.0,4199097000.0
319,319,319,Phải trả ngắn hạn khác,13,15.376.898.069,98.228.153.504,,13.0,15376898069.0,98228153504.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,14(a),112.685.573.439,171.800.000.000,,,112685573439.0,171800000000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",15,5.530.302.640,1.148.340.246,,15.0,5530302640.0,1148340246.0
330,330,330,Nợ dài hạn,,760.667.441.335,1.035.061.631,,,760667441335.0,1035061631.0
333,333,333,Chi phí phải trả dài hạn,12(b),8.502.467.705,-,,,8502467705.0,
337,337,337,Phải trả dài hạn khác,,30.000.000,30.000.000,,,30000000.0,30000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,14(b),749.613.698.630,-,,,749613698630.0,
342,342,342,Dự phòng phải trả dài hạn,,2.521.275.000,1.005.061.631,,,2521275000.0,1005061631.0
400,400,400,VỐN CHỦ SỞ HỮU,,2.267.868.401.475,2.126.294.956.712,,,2267868401475.0,2126294956712.0
410,410,410,Vốn chủ sở hữu,,2.267.868.401.475,2.126.294.956.712,,,2267868401475.0,2126294956712.0
411,411,411,Vốn góp của chủ sở hữu,"16,17",1.333.956.420.000,1.212.693.970.000,,16.17,1333956420000.0,1212693970000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.333.956.420.000,1.212.693.970.000,,,1333956420000.0,1212693970000.0
412,412,412,Thặng dư vốn cổ phần,17,39.403.521.246,39.403.521.246,,17.0,39403521246.0,39403521246.0
418,418,418,Quỹ đầu tư phát triển,17,646.734.369.757,646.734.369.757,,17.0,646734369757.0,646734369757.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",17,247.774.090.472,227.463.095.709,,17.0,247774090472.0,227463095709.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,92.419.645.709,101.861.744.053,,,92419645709.0,101861744053.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,155.354.444.763,125.601.351.656,,,155354444763.0,125601351656.0
440,440,440,TỔNG NGUỒN VỐN,,3.181.013.855.108,2.419.010.921.659,,,3181013855108.0,2419010921659.0
