row_label_raw,row_label_full,(v),Phải trả người bán ngắn hạn (Thuyết minh 10),31/12/2023VND,31/12/2022VND,numeric__Phải trả người bán ngắn hạn (Thuyết minh 10),numeric__31/12/2023VND,numeric__31/12/2022VND
(v),(v),(v),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,3.246.106.920,8.930.269.708,,3246106920.0,8930269708.0
(vi),(vi),(vi),Phải trả ngắn hạn khác (Thuyết minh 13),,,,,
(vi),(vi) > (vi),(vi),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,9.915.788.211,87.995.174.493,,9915788211.0,87995174493.0
(vi),(vi) > (vi),(vi),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,-,81.500.000,,,81500000.0
(vi),(vi) > (vi),(vi),Ông Nguyễn Văn Tiến,-,72.396.869,,,72396869.0
,,,,9.915.788.211,88.149.071.362,,9915788211.0,88149071362.0
