row_label_raw,row_label_full,col_0,col_1,2023VND,2022VND,numeric__col_1,numeric__2023VND,numeric__2022VND
(xi),(xi),(xi),"Lợi nhuận được chia từ các công ty con, công ty liên kết(Thuyết minh 21)",,,,,
(xi),(xi) > (xi),(xi),Công ty Cổ phần Cảng Xanh VIP,188.100.000.000,117.562.500.000,,188100000000.0,117562500000.0
(xi),(xi) > (xi),(xi),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,118.644.349.832,108.721.061.505,,118644349832.0,108721061505.0
(xi),(xi) > (xi),(xi),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,8.040.000.000,4.020.000.000,,8040000000.0,4020000000.0
(xi),(xi) > (xi),(xi),Công ty TNHH Một thành viên Vận tải biển Ngôi Sao Xanh,5.312.618.577,18.340.125.480,,5312618577.0,18340125480.0
(xi),(xi) > (xi),(xi),Công ty Cổ phần Container Miền Trung,2.616.900.000,991.250.000,,2616900000.0,991250000.0
(xi),(xi) > (xi),(xi),Công ty Cổ phần Cảng Logistics Đà Nẵng,1.332.000.000,1.998.000.000,,1332000000.0,1998000000.0
(xi),(xi) > (xi),(xi),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,-,20.746.955.939,,,20746955939.0
(xi),(xi) > (xi),(xi),Công ty TNHH Tuyến Container T.S. Hà Nội,-,2.106.000.000,,,2106000000.0
(xi),(xi) > (xi),(xi),,324.045.868.409,274.485.892.924,,324045868409.0,274485892924.0
(xii),(xii),(xii),Thu hộ trả hộ về thường hoàn thành kế hoạch cho nhân sự các công ty con,,,,,
(xii),(xii) > (xii),(xii),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,-,81.500.000,,,81500000.0
(xii),(xii) > (xii),(xii),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,-,148.000.000,,,148000000.0
(xii),(xii) > (xii),(xii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,-,81.000.000,,,81000000.0
(xii),(xii) > (xii),(xii),Công ty TNHH Một thành viên Vận tải biển Ngôi Sao Xanh,-,153.500.000,,,153500000.0
(xii),(xii) > (xii),(xii),,-,464.000.000,,,464000000.0
(xiii),(xiii),(xiii),Các khoản thu hộ trả hộ các công ty con khác,,,,,
(xiii),(xiii) > (xiii),(xiii),Công ty TNHH Một thành viên dịch vụ Cảng Xanh,3.934.384.900,5.551.255.000,,3934384900.0,5551255000.0
(xiii),(xiii) > (xiii),(xiii),Công ty Cổ phần Container Miền Trung,-,51.190.942,,,51190942.0
(xiii),(xiii) > (xiii),(xiii),Công ty TNHH Một thành viên Viconship Hồ Chí Minh,-,47.921.532,,,47921532.0
(xiii),(xiii) > (xiii),(xiii),Công ty TNHH Một thành viên Vận tải biển Ngôi Sao Xanh,-,5.484.263.224,,,5484263224.0
(xiii),(xiii) > (xiii),(xiii),,3.934.384.900,11.134.630.698,,3934384900.0,11134630698.0
(xiv),(xiv),(xiv),Chi trả hộ quỹ khen thưởng phúc lợi cho công ty con,,,,,
(xiv),(xiv) > (xiv),(xiv),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,2.100.000.000,300.000.000,,2100000000.0,300000000.0
(xiv),(xiv) > (xiv),(xiv),Công ty TNHH Một thành viên Viconship Hồ Chí Minh,600.000.000,-,,600000000.0,
(xiv),(xiv) > (xiv),(xiv),Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,-,300.000.000,,,300000000.0
(xiv),(xiv) > (xiv),(xiv),,2.700.000.000,600.000.000,,2700000000.0,600000000.0
